"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"671",8195,6558,"Sir Cecil J. Barrington Hurst",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"672",8196,6558,"Sir Cecil J. Barrington Hurst",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"673",8197,6558,"Sir Cecil J. Barrington Hurst",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"674",8202,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"675",8203,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"676",8204,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"677",8205,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"678",8206,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"679",8207,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"680",8208,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"681",8209,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"682",8210,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"683",8211,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"684",8212,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"685",8213,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"686",8214,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"687",8215,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"688",8216,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"689",8217,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"690",8218,6562,"Nicolas Titulesco",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",NA,NA,NA,NA,NA,NA,NA,"Romanian",NA
"691",8220,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"692",8221,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"693",8222,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"694",8223,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"695",8224,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"696",8225,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"697",8226,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"698",8227,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"699",8228,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"700",8229,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"701",8230,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"702",8231,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"703",8232,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"704",8233,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"705",8234,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"706",8235,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"707",8236,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"708",8237,6563,"Östen Unden",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Swedish",NA
"709",8247,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"710",8248,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"711",8249,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"712",8250,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"713",8251,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"714",8252,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"715",8253,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"716",8254,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"717",8255,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"718",8256,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"719",8257,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"720",8258,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"721",8259,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",NA,NA,NA,NA,NA,NA,NA,"",NA
"722",8260,6571,"Dr. L. Moltesen",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"723",8264,6574,"Arthur Engberg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1888,NA,NA,NA,NA,NA,NA,"",NA
"724",8265,6574,"Arthur Engberg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1888,NA,NA,NA,NA,NA,NA,"",NA
"725",8324,6629,"Prof. G. Scelle",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"726",8491,6792,"J. C. Smuts",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"727",8703,7008,"Dr. A. Raestad",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"728",8704,7008,"Dr. A. Raestad",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"729",8705,7008,"Dr. A. Raestad",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"730",8813,7119,"Georges Theunis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"731",8921,7221,"Prof. Emilio Bodrero",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1874,NA,NA,NA,NA,NA,NA,"",NA
"732",8963,7265,"Albert Lebrun",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"733",9086,7401,"Anna Szelagowska",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"734",9140,7452,"Bessie Rischbieth",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"735",9145,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"736",9146,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"737",9147,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"738",9148,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"739",9149,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"740",9150,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"741",9151,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"742",9152,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"743",9153,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"744",9154,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"745",9155,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"746",9156,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"747",9157,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"748",9158,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",NA,NA,NA,NA,NA,NA,NA,"",NA
"749",9159,7454,"Prof. Henri Rolin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"750",9171,7469,"Prof. Mircea Djuvara",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"751",9172,7469,"Prof. Mircea Djuvara",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"752",9173,7469,"Prof. Mircea Djuvara",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"753",9174,7469,"Prof. Mircea Djuvara",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"754",9175,7469,"Prof. Mircea Djuvara",-1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1886,NA,NA,NA,NA,NA,NA,"",NA
"755",9306,7604,"Soubbotitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"756",9307,7604,"Soubbotitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"757",9308,7604,"Soubbotitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"758",9309,7604,"Soubbotitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",NA,NA,NA,NA,NA,NA,NA,"",NA
"759",9310,7604,"Soubbotitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"760",9311,7604,"Soubbotitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"761",9431,7724,"Dino Alfieri",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"762",9432,7724,"Dino Alfieri",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"763",9433,7724,"Dino Alfieri",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"764",9598,7889,"I. H. Moss",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"765",9666,7952,"Francisco Castillo Nájera",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"766",9667,7952,"Francisco Castillo Nájera",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"767",9668,7952,"Francisco Castillo Nájera",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1886,NA,NA,NA,NA,NA,NA,"",NA
"768",9745,8028,"Nicolas Stoyanoff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"769",9746,8028,"Nicolas Stoyanoff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"770",9747,8028,"Nicolas Stoyanoff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"771",9748,8028,"Nicolas Stoyanoff",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"772",9962,8250,"Winnifred Kydd",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"773",9990,8278,"Leon Hennebicq",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"774",10051,8344,"Julio Casares",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"775",10052,8344,"Julio Casares",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"776",10053,8344,"Julio Casares",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"777",10054,8344,"Julio Casares",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"778",10055,8344,"Julio Casares",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"779",10056,8344,"Julio Casares",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1877,NA,NA,NA,NA,NA,NA,"",NA
"780",10266,8515,"Dr. Gösta Bagge",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"781",10267,8515,"Dr. Gösta Bagge",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"782",10268,8515,"Dr. Gösta Bagge",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"783",11126,9018,"Paul Martin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1906,NA,NA,NA,NA,NA,NA,"Swiss",NA
"784",11267,9116,"Georges Silvain François Charles Kaeckenbeeck",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",1892,NA,NA,NA,NA,NA,NA,"",NA
"785",11864,9434,"H. A. Bernhoft",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"786",11868,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1867,NA,NA,NA,NA,NA,NA,"",NA
"787",11869,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1867,NA,NA,NA,NA,NA,NA,"",NA
"788",11870,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1867,NA,NA,NA,NA,NA,NA,"",NA
"789",11871,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1867,NA,NA,NA,NA,NA,NA,"",NA
"790",11872,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1867,NA,NA,NA,NA,NA,NA,"",NA
"791",11873,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1867,NA,NA,NA,NA,NA,NA,"",NA
"792",11874,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1867,NA,NA,NA,NA,NA,NA,"",NA
"793",11875,9437,"Henry Bérenger",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",1867,NA,NA,NA,NA,NA,NA,"",NA
"794",11877,9440,"Spalaikovitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Yugoslav",NA
"795",11878,9440,"Spalaikovitch",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Yugoslav",NA
"796",12092,9541,"Seymour Jacklin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1882,NA,NA,NA,NA,NA,NA,"South_African",NA
"797",12120,9557,"Juan Estelrich",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"798",13197,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"799",13198,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"800",13199,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"801",13200,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"802",13201,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"803",13202,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",NA,NA,NA,NA,NA,NA,NA,"",NA
"804",13203,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"805",13204,10119,"K. Hesselgren",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"806",13472,10268,"Rasmus Ingvald Berentson Skylstad",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1893,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"807",13473,10268,"Rasmus Ingvald Berentson Skylstad",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1893,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"808",13474,10268,"Rasmus Ingvald Berentson Skylstad",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1893,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"809",13475,10268,"Rasmus Ingvald Berentson Skylstad",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1893,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"810",13476,10268,"Rasmus Ingvald Berentson Skylstad",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1893,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"811",13477,10268,"Rasmus Ingvald Berentson Skylstad",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1893,NA,NA,NA,NA,NA,NA,"Norwegian",NA
"812",13478,10268,"Rasmus Ingvald Berentson Skylstad",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",1893,NA,NA,NA,NA,NA,NA,"Norwegian",NA
