"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"813",14486,10823,"Sir Herbert Brown Ames",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"Canadian",NA
"814",15737,11512,"Paul Otto Immanuel Hjelt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1895,NA,NA,NA,NA,NA,NA,"Finish",NA
"815",15738,11512,"Paul Otto Immanuel Hjelt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1895,NA,NA,NA,NA,NA,NA,"Finish",NA
"816",15739,11512,"Paul Otto Immanuel Hjelt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1895,NA,NA,NA,NA,NA,NA,"Finish",NA
"817",15740,11512,"Paul Otto Immanuel Hjelt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1895,NA,NA,NA,NA,NA,NA,"Finish",NA
"818",15741,11512,"Paul Otto Immanuel Hjelt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1895,NA,NA,NA,NA,NA,NA,"Finish",NA
"819",15742,11512,"Paul Otto Immanuel Hjelt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1895,NA,NA,NA,NA,NA,NA,"Finish",NA
"820",15982,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"821",15983,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"822",15984,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"823",15985,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"824",15986,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"825",15987,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"826",15988,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"827",15989,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"828",15990,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"829",15991,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"830",15992,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"831",15993,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1887,NA,NA,NA,NA,NA,NA,"",NA
"832",15994,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1887,NA,NA,NA,NA,NA,NA,"",NA
"833",15995,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"834",15996,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"835",15997,11632," René Samuel Cassin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"836",16058,11675,"Mozaffar Alam",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"837",16059,11676,"Ingeborg Aas",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"838",16060,11676,"Ingeborg Aas",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"839",16061,11676,"Ingeborg Aas",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"840",16062,11676,"Ingeborg Aas",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"841",16063,11676,"Ingeborg Aas",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"842",16064,11676,"Ingeborg Aas",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"843",16065,11676,"Ingeborg Aas",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"844",16066,11677,"Sir Sahibzada Abdus Samad ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"845",16067,11678,"Abdel Razak Aboul Kheir",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"846",16068,11679,"Alfredo Acton",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"847",16073,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",NA,NA,NA,NA,NA,NA,NA,"",NA
"848",16074,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"849",16075,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"850",16076,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
"851",16077,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",NA,NA,NA,NA,NA,NA,NA,"",NA
"852",16078,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"853",16079,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",NA,NA,NA,NA,NA,NA,NA,"",NA
"854",16080,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"855",16081,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"856",16082,11685,"Alfred Addor",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"857",16083,11686,"Axel Theodor Adelswaerd",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1860,NA,NA,NA,NA,NA,NA,"",NA
"858",16084,11686,"Axel Theodor Adelswaerd",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1860,NA,NA,NA,NA,NA,NA,"",NA
"859",16087,11689,"Mirza Seyed Mostafa Khan Adle",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1860,NA,NA,NA,NA,NA,NA,"",NA
"860",16088,11689,"Mirza Seyed Mostafa Khan Adle",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1860,NA,NA,NA,NA,NA,NA,"",NA
"861",16089,11689,"Mirza Seyed Mostafa Khan Adle",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1860,NA,NA,NA,NA,NA,NA,"",NA
"862",16090,11689,"Mirza Seyed Mostafa Khan Adle",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1860,NA,NA,NA,NA,NA,NA,"",NA
"863",16094,11694,"Alberto Adriani",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"864",16097,11696,"Pierre Aeby",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"865",16098,11697,"Georges Afendoulis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"866",16100,11699,"Afifi Hafez",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"867",16105,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1877,NA,NA,NA,NA,NA,NA,"",NA
"868",16106,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"869",16107,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"870",16108,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1877,NA,NA,NA,NA,NA,NA,"",NA
"871",16109,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1877,NA,NA,NA,NA,NA,NA,"",NA
"872",16110,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1877,NA,NA,NA,NA,NA,NA,"",NA
"873",16111,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"874",16112,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1877,NA,NA,NA,NA,NA,NA,"",NA
"875",16113,11701,"Sir  Sultan Mohammed Shah Aga Khan III",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"876",16116,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"877",16117,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"878",16118,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"879",16119,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"880",16120,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"881",16121,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"882",16122,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"883",16123,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"884",16124,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"885",16125,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"886",16126,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"887",16127,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"888",16128,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"889",16129,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1865,NA,NA,NA,NA,NA,NA,"",NA
"890",16130,11703,"Aristides de Aguero y Bethancourt",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"891",16131,11704,"Teodomiro de Aguilar",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"892",16132,11704,"Teodomiro de Aguilar",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"",NA
