"","name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"1896","Philippe Deshusses",5,0,5,68,26,"male","swiss"
"1897","Laurent Francois Deslarzes",7,0,7,88,19,"male","swiss"
"1898","P. Desplands",7,0,7,1,NA,"male","unknown"
"1899","Jean Jules Achille Desplanque",3,0,3,1,50,"male","french"
"1900","Raoul Perdreau",3,0,3,1,37,"male","english"
"1901","Georges Detot",3,0,3,1,42,"male","french"
"1902","Rita Peters",6,0,6,5,NA,"female","english"
"1903","Roberds",6,0,6,NA,NA,"female","english"
"1904","Soura Shabaz",6,0,6,1,21,"female","english"
"1905","Spencer Greville Searl",5,0,5,1,39,"male","english"
"1906","Lina Detraz",9,0,9,12,31,"female","swiss"
"1907","Alfred Deurin",9,0,9,110,54,"male","swiss"
"1908","Augusta Deurin",9,0,9,94,32,"female","swiss"
"1909","Susie Reader",6,0,6,1,45,"female","english"
"1910","Sybil Josephine Atkins",7.66666666666667,0.577350269189626,8,153,30,"female","english"
"1911","Agathe Martine Devaud",9,0,9,1,29,"female","swiss"
"1912","Rachel Devaud",9,0,9,12,33,"female","swiss"
"1913","Paul Devinat",3,0,3,1,31,"male","french"
"1914","Léon Dezaire",9,0,9,63,26,"male","french"
"1915","Sylvia Latham",8,0,8,1,NA,"female","english"
"1916","Una Gauntlett Thomas",6,0,6,107,35,"female","english"
"1917","M. Didelot",6,0,6,1,NA,"female","french"
"1918","Yvonne Didelot",6,0,6,230,22,"female","french"
"1919","Albert Joanness-Marius  Didier",6,0,6,1,33,"male","french"
"1920","Louis Dierauer",6,0,6,14,23,"male","swiss"
"1921","Aurélien  Digeon",3,0,3,1,43,"male","french"
"1922","Marc Frederic Diserens",2,0,2,1,52,"male","swiss"
"1923","Elise Dittert",9,0,9,121,50,"female","swiss"
"1924","Joseph Edmond Dittert",6,0,6,129,19,"male","swiss"
"1925","E. Divorne",7,0,7,1,NA,"female","unknown"
"1926","Marcelle Divorne née Robert",8,0,8,298,23,"female","swiss"
"1927","Gertrude Caroline Dixon",3.5,0.707106781186548,3.5,1,35,"female","english"
"1928","Chékib Djarbi",7,0,7,1,21,"male","syrian"
"1929","Mehemed Djevad",2,0,2,1,NA,"male","turkish"
"1930","Ursula Anderson",7.6,0.894427190999916,8,60,19,"female","english"
"1931","Violet Dorothea Round",6,0,6,32,24,"female","english"
"1932","Alexandre Dobiecki",6,0,6,11,43,"male","hungarian"
"1933","Henry Dobinson",3,0,3,1,30,"male","english"
"1934","Marie Dobjinska",4,0,4,153,29,"female","polish"
"1935","Liny Doebeli",9,0,9,86,30,"female","swiss"
"1936","Pierre Doebeli",6,0,6,14,21,"male","swiss"
"1937","Violet Gladys Fernley",6,0,6,1,30,"female","english"
"1938","Winifred Mary White née Hodgson",5,1.15470053837925,5,128,25,"female","english"
"1939","Violet Slatter",6,0,6,149,38,"female","english"
"1940","Maria Donzallaz",9,0,9,225,16,"female","swiss"
"1941","Simone  Donzallaz",9,0,9,9,21,"female","swiss"
"1942","Felicita Donzelli",6,2.44948974278318,7,113,42,"female","italian"
"1943","Emilie Marie Dorier née Petter",9,0,9,85,27,"female","swiss"
"1944","Yvonne Dottrens",7,1.0690449676497,7,9,27,"female","swiss"
"1945","William Franklin Mellor",6,0,6,104,29,"male","english"
"1946","Winifred Edith Seabrook",6,0,6,1,27,"female","english"
"1947","Winifred Evelyn Parsons",6,0,6,1,32,"female","english"
"1948","Winifred Louise Mitchell",6,0,6,1,29,"female","english"
"1949","Winifred May Carey",6,0,6,195,31,"female","english"
"1950","Rodolphe Drexler",8,0,8,1,34,"male","swiss"
"1951","Günter Franz Drobig",6,0,6,32,31,"male","german"
"1952","Ian MacDonald Dron",3,0,3,13,24,"male","english"
"1953","René Droz",9,0,9,1,29,"male","swiss"
"1954","Gilbert Druz",9,0,9,1,35,"male","swiss"
"1955","Robert Dubach",8.5,0.577350269189626,8.5,275,28,"male","swiss"
"1956","Georgette Dubauloz",9,0,9,121,30,"female","swiss"
"1957","Irène Dubey",9,0,9,3,NA,"female","swiss"
"1958","Georges Dubois",7,0,7,55,18,"male","swiss"
"1959","Henriette Dubois",5,0,5,1,22,"female","swiss"
"1960","Maurice Dubois",7,0,7,117,21,"male","swiss"
"1961","Fernand Ducas",7,0,7,31,20,"male","swiss"
"1962","Héléne Marie Ducret-Dépraz",7,0,7,73,18,"female","swiss"
"1963","Henry Ducrey",5,0,5,1,23,"male","french"
"1964","Winifred R. Robinson",6,0,6,1,NA,"female","english"
"1965","Florence Margaret Dudgeon",4,0,4,19,32,"female","irish"
"1966","Edmond Albert Dufey",6,0,6,148,26,"male","swiss"
"1967","Pierre Duflon",6.66666666666667,0.577350269189626,7,6,29,"male","swiss"
"1968","Ida Elisabeth Briscoe, neé Zuleger",8,0,8,101,25,"female","english,dane"
"1969","Pierre Raymond Albert  Dufour",8.5,1,9,125,20,"male","swiss"
"1970","Vincent Dufour",7,0,7,55,23,"male","swiss"
"1971","George Pierre Dufresne",4,0,4,97,34,"male","swiss"
"1972","Edith Robin",6,0,6,87,32,"female","english,us-american"
"1973","A.  Maillart",6,0,6,1,NA,"male","french"
"1974","Adrien Jean Gabriel Marie Joseph Robinet de Cléry",3,0,3,2,40,"male","french"
"1975","Jean Duhamel",3,0,3,12,NA,"male","french"
"1976","Adrien Lelioux",6,0,6,14,45,"male","french"
"1977","Adrien Paul Vaudequin",6,0,6,181,33,"male","french"
"1978","Jeanne Dulong",3,0,3,3,31,"female","french"
"1979","Eugène Louis Dumont",7,0,7,4,19,"male","swiss"
"1980","Fernand Dumont",3,0,3,2,NA,"male","unknown"
"1981","Aimée Camille Yel-North",6,0,6,1,29,"female","french"
"1982","Suzanne Elise Dumont ex. Mrs. Egger",9,0,9,223,30,"female","swiss"
"1983","Alice Aimée Vincent",6,0,6,2,20,"female","french"
"1984","Alice Camus",6,0,6,1,26,"female","french"
"1985","Alice Eugénie Dumontier",6,0,6,150,41,"female","french"
"1986","Madeleine Dunand née Hominal",6,0,6,168,22,"female","swiss"
"1987","Ernest Dunand",9,0,9,1,34,"male","swiss"
"1988","Alice Vergnangeal",6,0,6,1,NA,"female","french"
"1989","Aline Alexandre",5.16666666666667,0.408248290463863,5,26,31,"female","french"
"1990","Ida Dupanloup",9,0,9,3,NA,"female","unknown"
"1991","Alfred Dupasquier",7,0,7,30,14,"male","swiss"
"1992","Joseph Paul Michel Duploye",6,0,6,2,55,"male","french"
"1993","Marguerite Dupont",8,0,8,13,37,"female","swiss"
"1994","Marthe Dupraz",9,0,9,1,NA,"female","unknown"
"1995","Rudolphe Dupuis",9,0,9,1,41,"male","swiss"
"1996","Héléne Renée Dupuy",9,0,9,4,29,"female","french"
"1997","Alphonsine Dancet",8,0,8,2,NA,"female","french"
"1998","B. Durel",8,0,8,1,NA,"female","unknown"
"1999","René  Durel",2,0,2,2,NA,"male","unknown"
"2000","Marguerite Duret",6,0,6,146,22,"female","swiss"
"2001","Pierre Duthil",3,0,3,1,NA,"male","unknown"
"2002","Maria Charlotte Duvillard",9,0,9,22,27,"female","swiss"
"2003","André Amédé",6,0,6,35,42,"male","french"
"2004","Andrée Emilie Grimpez",6,0,6,1,24,"female","french"
"2005","Andrée Gabrielle Chedoz",6,0,6,1,29,"female","french"
"2006","Andrée Hélène Walters née Charlot",6,0,6,1,32,"female","french"
"2007","Candido Sabini",4,0,4,1,53,"male","italian"
"2008","Frederick Sabourin",7,0,7,58,15,"male","english"
"2009","David Sachs",3,0,3,84,25,"male","english"
"2010","Andrée Jeanne Fournier",9,0,9,1,NA,"female","french"
"2011","Andrée Paule David",6,0,6,20,NA,"female","french"
"2012","Anna Gonnet",6,0,6,23,31,"female","french"
"2013","Annette Jeanne Louise Icard",6,0,6,50,25,"female","french"
"2014","Michael Sadler",6,0,6,1,NA,"male","english"
"2015","Raymond Sadoine",3,0,3,NA,NA,"male","unknown"
"2016","Marcelle Colette Safonoff",8,0,8,16,23,"female","swiss"
"2017","Marcel Saillet",7,0,7,1,22,"male","french"
"2018","Louis Marino Salafa",6,0,6,193,48,"male","french"
"2019","Jean-Baptiste Auguste Salives",5,0,5,218,33,"male","french"
"2020","Odette Suzanne Salives",7,0,7,60,19,"female","french"
"2021","Marc Alexandre Sallin",7,0,7,36,28,"male","swiss"
"2022","Paul Salomon",9,0,9,54,38,"male","swiss"
"2023","Anna Saltzmann",7,0,7,5,19,"female","swiss"
"2024","George Frederick Sampson",3,0,3,189,42,"male","english"
"2025","Antoinette-Marguerite Coeuille",6,0,6,85,29,"female","french"
"2026","Dorothy Sandys",3,0,3,2,NA,"female","english"
"2027","Abel Sarasin",9,0,9,30,36,"male","swiss"
"2028","Terezie Anne Helene Saskova",6,0,6,5,22,"female","czech"
"2029","Edith Kornei",4,0,4,69,24,"female","austrian"
"2030","Auguste  Desclos",3,0,3,1,45,"male","french"
"2031","Elisabeth Koseleff née Fuchs",6,0,6,4,27,"female","austrian,austrian"
"2032","Jean Kostanecki",6,0,6,21,NA,"male","polish"
"2033","Juliette Ernst",2,0,2,12,28,"female","swiss"
"2034","Eva Jacolino",7,0,7,1,NA,"female","unknown"
"2035","Rajnfeld Edward",6,0,6,16,20,"male","polish"
"2036","Auguste Bard",9,0,9,12,23,"male","french"
"2037","Odette Jacolino",7,0,7,1,NA,"female","unknown"
"2038","Blanche Kottmann",7,0,7,1,18,"female","greek"
"2039","Hermann Jules Kottmann",8,0,8,149,45,"male","swiss"
"2040","Augustin Marie Camille Jordan",3,0,3,13,26,"male","french"
"2041","Rose Eschler",7,0,7,1,29,"female","swiss"
"2042","Paul Kraemer",3,0,3,124,35,"male","french"
"2043","Emile Jacot",9,0,9,1,26,"male","swiss"
"2044","Fernand Elzeard",7,0,7,25,25,"male","swiss"
"2045","Marcelle Germaine Elie",7,0,7,229,18,"female","french"
"2046","Nelly Jacot",9,0,9,39,31,"female","swiss"
"2047","Ernst Krahlenbuhl",9,0,9,5,40,"male","swiss"
"2048","Alois Kral",6,0,6,9,29,"male","czech"
"2049","Augustine Buissiere",8,0,8,13,NA,"female","french"
"2050","Denis Kralik",3,0,3,12,NA,"male","hungarian"
"2051","Paul Jacot",8,1.4142135623731,8,13,25,"male","swiss"
"2052","Fernande Jacquier",9,0,9,39,25,"female","swiss"
"2053","George Ellard",7,0,7,16,NA,"male","unknown"
"2054","Avit Samuel Maillet",3,0,3,220,41,"male","french"
"2055","Grace Marion Bruce",6,0,6,1,41,"female","english"
"2056","Elsie Marguerite Bromhead",6,0,6,102,24,"female","english"
"2057","Blanche Alexandre",6,0,6,84,33,"female","french"
"2058","Camille Armanet",9,0,9,1,37,"female","french"
"2059","G. R. Jaeger",2,0,2,NA,NA,"male","english"
"2060","Iris Silburn James",6,0,6,59,28,"female","british"
"2061","Fernande Elisabeth Anne Janssens",5.4,0.547722557505166,5,291,35,"female","unknown"
"2062","Charles de la Morandiere",6,0,6,1,35,"male","french"
"2063","Wilhelmina Mary Breed",6,0,6,4,29,"female","english"
"2064","Charlotte Marie Renard",6,0,6,17,28,"female","french"
"2065","Clémence Louise Welps",6,0,6,247,22,"female","french"
"2066","Constant Jaques",6.5,0.577350269189626,6.5,-2,21,"male","swiss"
"2067","Jeanne Krebs",7,0,7,1,18,"female","swiss"
"2068","Isaac Jaquet",5,0,5,1,60,"male","swiss"
"2069","May Krebs",7,0,7,1,17,"female","swiss"
"2070","Marguerite Jaquet née Weiglé",6,0,6,28,19,"female","swiss"
"2071","David Richard Roberts",3,4.24264068711928,3,27,31,"male","english"
"2072","Gabriel Jaquier",7,0,7,6,23,"male","swiss"
"2073","Anne-Marie Jarty",8,0,8,2,23,"female","french"
"2074","L. Kuhn",9,0,9,1,NA,"male","unknown"
"2075","Eileen Frances Roberts",6,0,6,4,22,"female","english"
"2076","Joseph Georges Jassulaitis",7,0,7,144,48,"male","lithuanian"
"2077","René Jaton",9,0,9,113,27,"male","swiss"
"2078","Clémence Ramnoux",3,0,3,1,NA,"female","french"
"2079","Denise Bernard",6,0,6,1,23,"female","french"
"2080","Dorothy Sadie Baker",6,0,6,123,38,"female","english"
"2081","Denise Rose Josephs née Dreyfus-Lang",6,0,6,53,28,"female","french"
"2082","Adrienne Jeanjaquet",7,0,7,1,24,"female","swiss"
"2083","Denyse Biget",6,0,6,1,46,"female","french"
"2084","Ferdinand Jeanjaquet",7,0,7,16,31,"male","swiss"
"2085","Molly Elisabeth Kupffer",4,0,4,11,29,"female","latvian"
"2086","Dorette Jeanneret",7.63636363636364,0.674199862463242,8,276,15,"female","swiss"
"2087","Margaret Brear",6,0,6,160,26,"female","english"
"2088","Desbouts",6,0,6,1,NA,"female","french"
"2089","Emilie Kurmann",9,0,9,12,28,"female","swiss"
"2090","Oswald Kuratle",7,0,7,1,25,"male","swiss"
"2091","Elizabeth Borla",6,0,6,192,34,"female","english"
"2092","Dr.  Yves Biraud",2,0,2,236,26,"male","french"
"2093","Dr. Etienne Burnet",2,0,2,94,NA,"male","french"
"2094","Dr. George Jean Claude Forestier",2,0,2,78,NA,"male","french"
"2095","Dr. Léon Weber-Bauler",2,0,2,269,54,"male","french"
"2096","Dr. Louis Destouches",2.5,0.707106781186548,2.5,94,30,"male","french"
"2097","Dr. Robert Henri Hazemann",2,0,2,23,40,"male","french"
"2098","Madeleine Satin",6,0,6,45,20,"female","swiss"
"2099","Charles Benjamin Saudan",8,0,8,123,31,"male","swiss"
"2100","E. Redde",6,0,6,1,NA,"male","french"
"2101","Antoinette Saudino",7.66666666666667,0.577350269189626,8,1,24,"female","italian"
"2102","Charles Saugy",7,0,7,1,20,"male","swiss"
"2103","Eugène Saulnier",8.5,1,9,18,40,"male","swiss"
"2104","Edmond Albert Ulrich",3,0,3,209,26,"male","french"
"2105","Janet Frances Saunders",6,0,6,203,28,"female","canadian"
"2106","Edouard Fanniere",3,0,3,1,NA,"male","french"
"2107","Edouard Levy",6,0,6,13,51,"male","french"
"2108","David Sauter",6,0,6,4,44,"male","german"
"2109","Théophile Sauter",8,0,8,13,43,"male","swiss"
"2110","Jean Francois Sauterel",7,0,7,4,19,"male","swiss"
"2111","Pierre Sauvageot",3,0,3,1,30,"male","french"
"2112","Elisabeth Claude Gayte",6,0,6,46,31,"female","french"
"2113","Peter J. Savary",6,0,6,53,25,"male","swiss"
"2114","Albert Joseph  Savioz",8,0,8,79,44,"male","swiss"
"2115","Alphonse Savioz",7,0,7,1,NA,"male","unknown"
"2116","Marcel Savioz",7,0,7,36,22,"male","swiss"
"2117","Constantin de Savitch",3,0,3,1,56,"male","unknown"
"2118","Auguste Savoja",7,0,7,1,26,"male","swiss"
"2119","Miralda Savoy",7,0,7,1,17,"female","swiss"
"2120","Robert Fritz Savoye",7.33333333333333,0.577350269189626,7,24,39,"male","swiss"
"2121","R. L.  Sayer",6,0,6,1,NA,"female","unknown"
"2122","Augusto Scaioli",7,0,7,16,27,"male","italian"
"2123","Hedvig Schaanning",6,0,6,11,28,"female","norwegian"
"2124","Hélène  Scharer",9,0,9,4,26,"female","swiss"
"2125","William Schaufelberger",9,0,9,33,42,"male","swiss"
"2126","Erwin Willi Schelling",7,0,7,125,26,"male","swiss"
"2127","Elsa Scherer",6,0,6,127,35,"female","german"
"2128","Dorothy Bolwell",6,0,6,1,NA,"female","english"
"2129","Alice Daisy Scheuer",6,0,6,27,27,"female","czech"
"2130","Grace Bocquet",6,0,6,98,24,"female","english"
"2131","Elsie Linda Clarke",6,0,6,69,30,"female","english"
"2132","Patricia Cole",6,0,6,1,25,"female","english"
"2133","Gottlieb Schlappi",8,1.09544511501033,8,21,43,"male","swiss"
"2134","Hertha Schlerff",6,0,6,19,25,"female","german"
"2135","Ernest Gaston Jean Liegeois",5.66666666666667,0.577350269189626,6,1,44,"male","french"
"2136","Gunther Schlichting",6,0,6,4,31,"male","danziger"
"2137","Henriette Schlienger",7.5,0.707106781186548,7.5,1,NA,"female","unknown"
"2138","Noémi Schlochow",3,0,3,2,32,"female","french"
"2139","D.  Schmid",7,0,7,3,NA,"female","unknown"
"2140","Joseph Schmidt",9,0,9,173,22,"male","swiss"
"2141","Karl Schmidt",7,0,7,4,30,"male","german"
"2142","Henri Schmitt",7,0,7,1,20,"male","swiss"
"2143","Esther Noelle Pascal",6,0,6,18,22,"female","french"
"2144","Marie Henriette Schmitt",6,0,6,206,35,"female","french"
"2145","Elma Mary Ada Cooper",6,0,6,50,27,"female","english"
"2146","Edith Effie Gertrude Cope",6,0,6,169,32,"female","english"
"2147","Lyle Lester Schmitter",6,0,6,12,29,"male","us-american"
"2148","Fritz Schnabel",1,0,1,145,41,"male","german"
"2149","Heinrich August Anton Schneider",5,0,5,42,27,"male","german"
"2150","F. Peyrelongue",6,0,6,1,NA,"female","french"
"2151","L. Schneider",7.5,2.12132034355964,7.5,1,53,"female","swiss"
"2152","Roberte  Schneider",9,0,9,132,25,"female","swiss"
"2153","Jeanne Marguerite Schneuwly",7,0,7,8,17,"female","swiss"
"2154","Friedrich Schnorrenberg",6,0,6,5,42,"male","german"
"2155","Franck Louis Schoell",2,1.4142135623731,2,159,38,"male","french"
"2156","Fred Emile Jean Schondelmayer",8,0,8,1,25,"male","swiss"
"2157","Charles Schopfer",8,0,8,27,29,"male","swiss"
"2158","Fernande Edmée Marquet",7,0,7,24,18,"female","french"
"2159","Jeanne Pauline Schrai",9,0,9,24,40,"female","swiss"
"2160","Schroeder",2,0,2,1,NA,"female","unknown"
"2161","Kossia Schroeder",7,0,7,1,17,"male","finish"
"2162","Robert Gervais Bernard Schumann",3,0,3,46,30,"male","french"
"2163","George Walter Schurhoff",6,0,6,11,24,"male","english"
"2164","C. Schutz",9,0,9,1,NA,"female","unknown"
"2165","Johanna Jacoba Theodora Schuurmans",7,0,7,1,20,"female","dutch"
"2166","Charles Louis Schwaerzel",8.5,0.707106781186548,8.5,101,30,"male","swiss"
"2167","Simone Schwaerzel",7,0,7,35,21,"female","swiss"
"2168","Emile Schwalbe",8.66666666666667,0.577350269189626,9,235,33,"male","swiss"
"2169","Bertha Luise Schwander",9,0,9,135,30,"female","swiss"
"2170","Emile Schwander",6,0,6,293,22,"male","swiss"
"2171","Marguerite Jacqueline Schwander",6,0,6,1,32,"female","swiss"
"2172","Hélène Schwarz",6,0,6,9,19,"female","swiss"
"2173","Jeanne Schwartz",6,0,6,1,46,"female","swiss"
"2174","Germain Emile Schwarz",6,0,6,260,35,"male","swiss"
"2175","Hugo Schweizer",9,0,9,97,28,"male","swiss"
"2176","Samuel Schweizer",3,0,3,1,26,"male","swiss"
"2177","Francine Schweri",9,0,9,26,36,"female","swiss"
"2178","Inés Scorzoni",9,0,9,1,23,"female","italian"
"2179","Francoise Guiguet",6,0,6,20,23,"female","french"
"2180","G. Morell",6,0,6,1,NA,"female","french"
"2181","Suzanne Amelia Sears",6,0,6,21,24,"female","english"
"2182","Edmond Sechaud",6.5,0.577350269189626,6.5,165,38,"male","french"
"2183","Yvonne Neve Cresswell",6,0,6,19,25,"female","english"
"2184","G. Williams",6,0,6,1,NA,"female","french"
"2185","A. J. Pierre See",3,0,3,1,33,"male","french"
"2186","Jeanne Seeger-Paris",8,0,8,13,28,"female","swiss"
"2187","Otto Seemuller",7,0,7,13,21,"male","german"
"2188","Gabrielle Jeanne Andrée Dupont-Puzenat",6,0,6,135,21,"female","french"
"2189","Eva Seidlitz",6,0,6,1,26,"female","polish"
"2190","Jane Seiler",8,0,8,1,NA,"female","unknown"
"2191","Marcelle Seiler",8,0,8,211,22,"female","swiss"
"2192","Karen Seip",6,0,6,3,31,"female","norwegian"
"2193","André Jospeh de Sekowski",7,0,7,1,34,"male","polish"
"2194","Valentine  Sella-Bruchez",9,0,9,39,34,"female","swiss"
"2195","G. de Selliers",6,0,6,1,NA,"female","unknown"
"2196","Hugh Gilbert René Sellon",3,0,3,1,25,"male","english"
"2197","Marie Selva ",9,0,9,1,38,"female","french"
"2198","Gabrielle Vareillas",6,0,6,1,NA,"female","french"
"2199","Gaspard Senti",7,0,7,239,32,"male","swiss"
"2200","Jean Casimir Sermier",9,0,9,238,44,"male","swiss"
"2201","Maria Sertitch",7,0,7,1,45,"female","yugoslav"
"2202","Lydia Serventi",6,0,6,4,22,"female","italian"
"2203","Arsène Shahbaz",6,0,6,111,20,"male","swiss"
"2204","Geneviève Marie Poirier",6,0,6,1,24,"female","french"
"2205","Geneviève Troupel",6,0,6,159,28,"female","french"
"2206","Wilfred John Sheard",5,1.4142135623731,5,237,25,"male","english"
"2207","Helen Shekleton",7,0,7,2,21,"female","english"
"2208","Gerard Shelley",3,0,3,1,29,"male","english"
"2209","Tayo Shidachi",6,0,6,21,23,"female","unknown"
"2210","Tane Shigeta",6,0,6,109,41,"female","unknown"
"2211","George Oswald Shuffrey ",3,0,3,1,27,"male","english"
"2212","Margaret Lawrence Barrie",6,0,6,172,41,"female","english"
"2213","Georges Simon",7,0,7,64,16,"male","french"
"2214","Georges Spaletta",7,0,7,2,23,"male","french"
"2215","Fernande Sicilia",7,0,7,76,14,"female","swiss"
"2216","Jean de Siebenthal",6,0,6,18,30,"male","swiss"
"2217","Georgette Bruchon",6,0,6,1,16,"female","french"
"2218","Eleanor Braun",6,0,6,106,39,"female","english"
"2219","Georgette Duqueux",7,0,7,1,15,"female","french"
"2220","Jean Signorini",7,0,7,2,20,"male","italian"
"2221","Louis Sigust",7,0,7,7,20,"male","swiss"
"2222","Raissa Silberstein",6,0,6,1,24,"male","swiss"
"2223","Germain Paula-Lopez",6,0,6,3,41,"male","french"
"2224","Jean Horace Simon",7,0,7,38,18,"male","french"
"2225","William R. Simon",6,0,6,6,20,"male","us-american"
"2226","Alfred Simoncini",8,0,8,97,27,"male","italian"
"2227","Francois Louis Auguste Simond",6,0,6,268,19,"male","swiss"
"2228","Germaine Gabrielle Didelot",6,0,6,222,28,"female","french"
"2229","Hortense Lucienne Marie Fafournoux née Thorraud",6,0,6,106,26,"female","french"
"2230","Paul Singer",3,0,3,3,NA,"male","austrian"
"2231","Nan Nihal Singh",6,0,6,4,27,"male","indian"
"2232","L. Singy",7,0,7,11,NA,"female","unknown"
"2233","Tarini Prasad  Sinha",6,0,6,22,34,"male","indian"
"2234","Germaine Huguenet",6,0,6,27,30,"female","french"
"2235","Rasmus Ingvald Berentson Skylstad",1,0,1,50,45,"male","norwegian"
"2236","Cornelia Johannes Slager",7,0,7,1,22,"male","dutch"
"2237","Germaine Jeanne Gabriel",6,0,6,3,35,"male","french"
"2238","Regina Faure",6,0,6,12,NA,"female","french"
"2239","Jeanne Marie Joséphine Foretay",6,0,6,230,25,"female","french"
"2240","Ginette Bonnefoy, née Crépin",6,0,6,25,23,"female","french"
"2241","Gustave Henri Camerlynck",3,0,3,96,50,"male","french"
"2242","H. Piau",6,0,6,2,NA,"female","french"
"2243","Héléne Ducrot",6,0,6,1,31,"female","french"
"2244","Joseph  Sliosberg",3,0,3,1,43,"male","russian"
"2245","Elisabeth Abigael Slot",7,0,7,1,23,"female","dutch"
"2246","Henri Clavel",6,0,6,1,96,"male","french"
"2247","Henriette Lucie  Delbarre",6,0,6,1,49,"female","french"
"2248","J.  Laurembourle",6,0,6,1,NA,"female","french"
"2249","Marcelle Josephine Guiguet",6,0,6,1,20,"female","french"
"2250","Janet Smith",5,0,5,324,30,"female","english"
"2251","Jean Allary",4.5,1.73205080756888,4.5,139,26,"male","french"
"2252","Margaret Beryl Smith",6,0,6,1,34,"female","english"
"2253","Sidney James Smith",7,0,7,16,14,"male","english"
"2254","Jean Baptiste Estoup",6,0,6,1,59,"male","french"
"2255","Felix Sobrino",9,0,9,1,36,"male","italian"
"2256","Vladimir  Sokoline ",1,0,1,34,41,"male","unknown"
"2257","Charlotte  Soffray",6,0,6,1,23,"female","french"
"2258","Jean Charles Emile Labarthe",3,0,3,4,55,"male","french"
"2259","Jean Louis Gabriel Gachon",3,0,3,2,30,"male","french"
"2260","Jean  Sommer",7,0,7,1,39,"male","swiss"
"2261","Paul Sonnex",7,0,7,30,24,"male","swiss"
"2262","Jeanne Marie Sonney",9,0,9,127,30,"female","swiss"
"2263","Angeline  Sormani",7,0,7,1,25,"female","swiss"
"2264","Georges Sotiroff",6,0,6,61,26,"male","bulgarian"
"2265","Edouard Lucien Souc",6,0,6,4,32,"male","french"
"2266","Jeanne Antoinette Grillon",6,0,6,11,32,"female","french"
"2267","Jeanne Chamot",8,0,8,1,20,"female","french"
"2268","Jeanne Emma Hauteville",6,0,6,288,32,"female","french"
"2269","F. Soulier-Valbert",3,0,3,3,35,"male","french"
"2270","Marcelle Jeanne-Marie Soulier ",6,0,6,113,27,"female","french"
"2271","Doris Winifred  Southcombe",6,0,6,1,28,"female","english"
"2272","Mary Muriel Southcombe",4,0,4,-1,28,"female","english"
"2273","Eugène Charles Soutter",6,0,6,60,24,"male","swiss"
"2274","Francois Rodolphe Soutter",6,0,6,29,34,"male","swiss"
"2275","Raymond Soyer",8,0,8,1,39,"male","french"
"2276","Raphael Jack Spector",3,0,3,1,25,"male","english"
"2277","Denyse Speidel",6,0,6,1,22,"female","swiss"
"2278","Petrouella Johanna Spek",7,0,7,1,25,"female","dutch"
"2279","Ida Spellman",2,0,2,1,NA,"female","unknown"
"2280","Catherine  Spetter née Kossmann",3,0,3,1,34,"female","russian"
"2281","Simon Spierer",7,0,7,1,20,"male","swiss"
"2282","Jeanne Fornero-Chappaz",6,0,6,1,31,"female","french"
"2283","Nina Spiller",4,0,4,173,42,"female","english"
"2284","Cecile Spillmann",7,0,7,1,18,"female","swiss"
"2285","Adolphe Spinnler",6,0,6,41,23,"male","swiss"
"2286","Maria Fanny  Sprenger van Eyk",7,0,7,25,30,"female","dutch"
"2287","Spurr",6,0,6,1,NA,"female","english"
"2288","Jeanne Georgette Plissard née Duperrier",6,0,6,86,28,"female","french"
"2289","Edouard  Stadlin",6,0,6,99,22,"male","swiss"
"2290","Edouard Stadlin",5,0,5,1,50,"male","swiss"
"2291","Katherine Irene Stafford",5.5,0.707106781186548,5.5,-1,33,"female","english"
"2292","Miss Suzanne Isoupet",6,0,6,1,27,"female","french"
"2293","Jeanne Mamet",6,0,6,1,NA,"female","french"
"2294","Jeanne Marie Alric",6,0,6,48,27,"female","french"
"2295","Maurice Arthur Stapleton",6,0,6,1,49,"male","english"
"2296","Jeanne Olga Marie van Troostenberghe née Crabb",6.25,0.707106781186548,6,38,31,"female","french"
"2297","Jeanne Pauline Pitiot",6,0,6,1,31,"female","french"
"2298","Jean Stauffer",6.25,0.5,6,162,35,"male","swiss"
"2299","Mady Esther Stauffer",6,0,6,1,18,"female","swiss"
"2300","Marguerite Alice Stauffer née Torche",9,0,9,13,22,"female","swiss"
"2301","Jeanne Thérèse Thiodet",6,0,6,89,25,"female","french"
"2302","Isamu Yamazaki",6,0,6,13,30,"male","unknown"
"2303","Marie Fernande Pasquier née Guebey",6,0,6,1,29,"female","french"
"2304","Odette Piau",6,0,6,7,18,"female","french"
"2305","Joseph Roges",6,0,6,1,27,"male","french"
"2306","Judith Bogatyr",6,0,6,2,23,"female","french"
"2307","Jean Yotti",6.5,0.707106781186548,6.5,223,20,"male","italian"
"2308","Catherine Elwood",4,0,4,79,28,"female","us-american"
"2309","Violette Eschler",7,0,7,1,19,"female","swiss"
"2310","Aimé Antoine Uldry",9,0,9,231,27,"male","swiss"
"2311","Max Alfred Louis Estoppey",9,0,9,46,28,"male","swiss"
"2312","Julia Louise Wegener",6,0,6,49,30,"female","french"
"2313","Juliane Preis",6,0,6,1,29,"female","french"
"2314","Juliette Chapuisat",7,1.4142135623731,7,1,24,"female","french"
"2315","Juliette Sibert",6,0,6,96,32,"female","french"
"2316","Constance Etienne",7,0,7,1,16,"female","swiss"
"2317","Dorothy Pauline Etlinger",6,0,6,236,34,"female","english"
