"name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"Norah Winifred  Venables",6,0,6,235,31,"female","english"
"Louis Deschamps",9,0,9,1,41,"male","swiss"
"Noreen Stéphanie Kelleher",8,0,8,58,22,"female","english"
"Emilia Desclouds",9,0,9,26,24,"female","swiss"
"Paul Descloux",8,0,8,103,33,"male","swiss"
"Louise Descoeudres",7,0,7,1,29,"female","swiss"
"Léon Desgraz",7,0,7,44,19,"male","swiss"
"Phyllis Savage",6,0,6,1,NA,"female","english"
"Philippe Deshusses",5,0,5,68,26,"male","swiss"
"Laurent Francois Deslarzes",7,0,7,88,19,"male","swiss"
"P. Desplands",7,0,7,1,NA,"male","unknown"
"Jean Jules Achille Desplanque",3,0,3,1,50,"male","french"
"Raoul Perdreau",3,0,3,1,37,"male","english"
"Georges Detot",3,0,3,1,42,"male","french"
"Rita Peters",6,0,6,5,NA,"female","english"
"Roberds",6,0,6,NA,NA,"female","english"
"Soura Shabaz",6,0,6,1,21,"female","english"
"Spencer Greville Searl",5,0,5,1,39,"male","english"
"Lina Detraz",9,0,9,12,31,"female","swiss"
"Alfred Deurin",9,0,9,110,54,"male","swiss"
"Augusta Deurin",9,0,9,94,32,"female","swiss"
"Susie Reader",6,0,6,1,45,"female","english"
"Sybil Josephine Atkins",7.66666666666667,0.577350269189626,8,153,30,"female","english"
"Agathe Martine Devaud",9,0,9,1,29,"female","swiss"
"Rachel Devaud",9,0,9,12,33,"female","swiss"
"Paul Devinat",3,0,3,1,31,"male","french"
"Léon Dezaire",9,0,9,63,26,"male","french"
"Sylvia Latham",8,0,8,1,NA,"female","english"
"Una Gauntlett Thomas",6,0,6,107,35,"female","english"
"M. Didelot",6,0,6,1,NA,"female","french"
"Yvonne Didelot",6,0,6,230,22,"female","french"
"Albert Joanness-Marius  Didier",6,0,6,1,33,"male","french"
"Louis Dierauer",6,0,6,14,23,"male","swiss"
"Aurélien  Digeon",3,0,3,1,43,"male","french"
"Marc Frederic Diserens",2,0,2,1,52,"male","swiss"
"Elise Dittert",9,0,9,121,50,"female","swiss"
"Joseph Edmond Dittert",6,0,6,129,19,"male","swiss"
"E. Divorne",7,0,7,1,NA,"female","unknown"
"Marcelle Divorne née Robert",8,0,8,298,23,"female","swiss"
"Gertrude Caroline Dixon",3.5,0.707106781186548,3.5,1,35,"female","english"
"Chékib Djarbi",7,0,7,1,21,"male","syrian"
"Mehemed Djevad",2,0,2,1,NA,"male","turkish"
"Ursula Anderson",7.6,0.894427190999916,8,60,19,"female","english"
"Violet Dorothea Round",6,0,6,32,24,"female","english"
"Alexandre Dobiecki",6,0,6,11,43,"male","hungarian"
"Henry Dobinson",3,0,3,1,30,"male","english"
"Marie Dobjinska",4,0,4,153,29,"female","polish"
"Liny Doebeli",9,0,9,86,30,"female","swiss"
"Pierre Doebeli",6,0,6,14,21,"male","swiss"
"Violet Gladys Fernley",6,0,6,1,30,"female","english"
"Winifred Mary White née Hodgson",5,1.15470053837925,5,128,25,"female","english"
"Violet Slatter",6,0,6,149,38,"female","english"
"Maria Donzallaz",9,0,9,225,16,"female","swiss"
"Simone  Donzallaz",9,0,9,9,21,"female","swiss"
"Felicita Donzelli",6,2.44948974278318,7,113,42,"female","italian"
"Emilie Marie Dorier née Petter",9,0,9,85,27,"female","swiss"
"Yvonne Dottrens",7,1.0690449676497,7,9,27,"female","swiss"
"William Franklin Mellor",6,0,6,104,29,"male","english"
"Winifred Edith Seabrook",6,0,6,1,27,"female","english"
"Winifred Evelyn Parsons",6,0,6,1,32,"female","english"
"Winifred Louise Mitchell",6,0,6,1,29,"female","english"
"Winifred May Carey",6,0,6,195,31,"female","english"
"Rodolphe Drexler",8,0,8,1,34,"male","swiss"
"Günter Franz Drobig",6,0,6,32,31,"male","german"
"Ian MacDonald Dron",3,0,3,13,24,"male","english"
"René Droz",9,0,9,1,29,"male","swiss"
"Gilbert Druz",9,0,9,1,35,"male","swiss"
"Robert Dubach",8.5,0.577350269189626,8.5,275,28,"male","swiss"
"Georgette Dubauloz",9,0,9,121,30,"female","swiss"
"Irène Dubey",9,0,9,3,NA,"female","swiss"
"Georges Dubois",7,0,7,55,18,"male","swiss"
"Henriette Dubois",5,0,5,1,22,"female","swiss"
"Maurice Dubois",7,0,7,117,21,"male","swiss"
"Fernand Ducas",7,0,7,31,20,"male","swiss"
"Héléne Marie Ducret-Dépraz",7,0,7,73,18,"female","swiss"
"Henry Ducrey",5,0,5,1,23,"male","french"
"Winifred R. Robinson",6,0,6,1,NA,"female","english"
"Florence Margaret Dudgeon",4,0,4,19,32,"female","irish"
"Edmond Albert Dufey",6,0,6,148,26,"male","swiss"
"Pierre Duflon",6.66666666666667,0.577350269189626,7,6,29,"male","swiss"
"Ida Elisabeth Briscoe, neé Zuleger",8,0,8,101,25,"female","english,dane"
"Pierre Raymond Albert  Dufour",8.5,1,9,125,20,"male","swiss"
"Vincent Dufour",7,0,7,55,23,"male","swiss"
"George Pierre Dufresne",4,0,4,97,34,"male","swiss"
"Edith Robin",6,0,6,87,32,"female","english,us-american"
"A.  Maillart",6,0,6,1,NA,"male","french"
"Adrien Jean Gabriel Marie Joseph Robinet de Cléry",3,0,3,2,40,"male","french"
"Jean Duhamel",3,0,3,12,NA,"male","french"
"Adrien Lelioux",6,0,6,14,45,"male","french"
"Adrien Paul Vaudequin",6,0,6,181,33,"male","french"
"Jeanne Dulong",3,0,3,3,31,"female","french"
"Eugène Louis Dumont",7,0,7,4,19,"male","swiss"
"Fernand Dumont",3,0,3,2,NA,"male","unknown"
"Aimée Camille Yel-North",6,0,6,1,29,"female","french"
"Suzanne Elise Dumont ex. Mrs. Egger",9,0,9,223,30,"female","swiss"
"Alice Aimée Vincent",6,0,6,2,20,"female","french"
"Alice Camus",6,0,6,1,26,"female","french"
"Alice Eugénie Dumontier",6,0,6,150,41,"female","french"
"Madeleine Dunand née Hominal",6,0,6,168,22,"female","swiss"
"Ernest Dunand",9,0,9,1,34,"male","swiss"
"Alice Vergnangeal",6,0,6,1,NA,"female","french"
"Aline Alexandre",5.16666666666667,0.408248290463863,5,26,31,"female","french"
"Ida Dupanloup",9,0,9,3,NA,"female","unknown"
"Alfred Dupasquier",7,0,7,30,14,"male","swiss"
"Joseph Paul Michel Duploye",6,0,6,2,55,"male","french"
"Marguerite Dupont",8,0,8,13,37,"female","swiss"
"Marthe Dupraz",9,0,9,1,NA,"female","unknown"
"Rudolphe Dupuis",9,0,9,1,41,"male","swiss"
"Héléne Renée Dupuy",9,0,9,4,29,"female","french"
"Alphonsine Dancet",8,0,8,2,NA,"female","french"
"B. Durel",8,0,8,1,NA,"female","unknown"
"René  Durel",2,0,2,2,NA,"male","unknown"
"Marguerite Duret",6,0,6,146,22,"female","swiss"
"Pierre Duthil",3,0,3,1,NA,"male","unknown"
"Maria Charlotte Duvillard",9,0,9,22,27,"female","swiss"
"André Amédé",6,0,6,35,42,"male","french"
"Andrée Emilie Grimpez",6,0,6,1,24,"female","french"
"Andrée Gabrielle Chedoz",6,0,6,1,29,"female","french"
"Andrée Hélène Walters née Charlot",6,0,6,1,32,"female","french"
"Candido Sabini",4,0,4,1,53,"male","italian"
"Frederick Sabourin",7,0,7,58,15,"male","english"
"David Sachs",3,0,3,84,25,"male","english"
"Andrée Jeanne Fournier",9,0,9,1,NA,"female","french"
"Andrée Paule David",6,0,6,20,NA,"female","french"
"Anna Gonnet",6,0,6,23,31,"female","french"
"Annette Jeanne Louise Icard",6,0,6,50,25,"female","french"
"Michael Sadler",6,0,6,1,NA,"male","english"
"Raymond Sadoine",3,0,3,NA,NA,"male","unknown"
"Marcelle Colette Safonoff",8,0,8,16,23,"female","swiss"
"Marcel Saillet",7,0,7,1,22,"male","french"
"Louis Marino Salafa",6,0,6,193,48,"male","french"
"Jean-Baptiste Auguste Salives",5,0,5,218,33,"male","french"
"Odette Suzanne Salives",7,0,7,60,19,"female","french"
"Marc Alexandre Sallin",7,0,7,36,28,"male","swiss"
"Paul Salomon",9,0,9,54,38,"male","swiss"
"Anna Saltzmann",7,0,7,5,19,"female","swiss"
"George Frederick Sampson",3,0,3,189,42,"male","english"
"Antoinette-Marguerite Coeuille",6,0,6,85,29,"female","french"
"Dorothy Sandys",3,0,3,2,NA,"female","english"
"Abel Sarasin",9,0,9,30,36,"male","swiss"
"Terezie Anne Helene Saskova",6,0,6,5,22,"female","czech"
"Edith Kornei",4,0,4,69,24,"female","austrian"
"Auguste  Desclos",3,0,3,1,45,"male","french"
"Elisabeth Koseleff née Fuchs",6,0,6,4,27,"female","austrian,austrian"
"Jean Kostanecki",6,0,6,21,NA,"male","polish"
"Juliette Ernst",2,0,2,12,28,"female","swiss"
"Eva Jacolino",7,0,7,1,NA,"female","unknown"
"Rajnfeld Edward",6,0,6,16,20,"male","polish"
"Auguste Bard",9,0,9,12,23,"male","french"
"Odette Jacolino",7,0,7,1,NA,"female","unknown"
"Blanche Kottmann",7,0,7,1,18,"female","greek"
"Hermann Jules Kottmann",8,0,8,149,45,"male","swiss"
"Augustin Marie Camille Jordan",3,0,3,13,26,"male","french"
"Rose Eschler",7,0,7,1,29,"female","swiss"
"Paul Kraemer",3,0,3,124,35,"male","french"
"Emile Jacot",9,0,9,1,26,"male","swiss"
"Fernand Elzeard",7,0,7,25,25,"male","swiss"
"Marcelle Germaine Elie",7,0,7,229,18,"female","french"
"Nelly Jacot",9,0,9,39,31,"female","swiss"
"Ernst Krahlenbuhl",9,0,9,5,40,"male","swiss"
"Alois Kral",6,0,6,9,29,"male","czech"
"Augustine Buissiere",8,0,8,13,NA,"female","french"
"Denis Kralik",3,0,3,12,NA,"male","hungarian"
"Paul Jacot",8,1.4142135623731,8,13,25,"male","swiss"
"Fernande Jacquier",9,0,9,39,25,"female","swiss"
"George Ellard",7,0,7,16,NA,"male","unknown"
"Avit Samuel Maillet",3,0,3,220,41,"male","french"
"Grace Marion Bruce",6,0,6,1,41,"female","english"
"Elsie Marguerite Bromhead",6,0,6,102,24,"female","english"
"Blanche Alexandre",6,0,6,84,33,"female","french"
"Camille Armanet",9,0,9,1,37,"female","french"
"G. R. Jaeger",2,0,2,NA,NA,"male","english"
"Iris Silburn James",6,0,6,59,28,"female","british"
"Fernande Elisabeth Anne Janssens",5.4,0.547722557505166,5,291,35,"female","unknown"
"Charles de la Morandiere",6,0,6,1,35,"male","french"
"Wilhelmina Mary Breed",6,0,6,4,29,"female","english"
"Charlotte Marie Renard",6,0,6,17,28,"female","french"
"Clémence Louise Welps",6,0,6,247,22,"female","french"
"Constant Jaques",6.5,0.577350269189626,6.5,-2,21,"male","swiss"
"Jeanne Krebs",7,0,7,1,18,"female","swiss"
"Isaac Jaquet",5,0,5,1,60,"male","swiss"
"May Krebs",7,0,7,1,17,"female","swiss"
"Marguerite Jaquet née Weiglé",6,0,6,28,19,"female","swiss"
"David Richard Roberts",3,4.24264068711928,3,27,31,"male","english"
"Gabriel Jaquier",7,0,7,6,23,"male","swiss"
"Anne-Marie Jarty",8,0,8,2,23,"female","french"
"L. Kuhn",9,0,9,1,NA,"male","unknown"
"Eileen Frances Roberts",6,0,6,4,22,"female","english"
"Joseph Georges Jassulaitis",7,0,7,144,48,"male","lithuanian"
"René Jaton",9,0,9,113,27,"male","swiss"
"Clémence Ramnoux",3,0,3,1,NA,"female","french"
"Denise Bernard",6,0,6,1,23,"female","french"
"Dorothy Sadie Baker",6,0,6,123,38,"female","english"
"Denise Rose Josephs née Dreyfus-Lang",6,0,6,53,28,"female","french"
"Adrienne Jeanjaquet",7,0,7,1,24,"female","swiss"
"Denyse Biget",6,0,6,1,46,"female","french"
"Ferdinand Jeanjaquet",7,0,7,16,31,"male","swiss"
"Molly Elisabeth Kupffer",4,0,4,11,29,"female","latvian"
"Dorette Jeanneret",7.63636363636364,0.674199862463242,8,276,15,"female","swiss"
"Margaret Brear",6,0,6,160,26,"female","english"
"Desbouts",6,0,6,1,NA,"female","french"
"Emilie Kurmann",9,0,9,12,28,"female","swiss"
"Oswald Kuratle",7,0,7,1,25,"male","swiss"
"Elizabeth Borla",6,0,6,192,34,"female","english"
"Dr.  Yves Biraud",2,0,2,236,26,"male","french"
"Dr. Etienne Burnet",2,0,2,94,NA,"male","french"
"Dr. George Jean Claude Forestier",2,0,2,78,NA,"male","french"
"Dr. Léon Weber-Bauler",2,0,2,269,54,"male","french"
"Dr. Louis Destouches",2.5,0.707106781186548,2.5,94,30,"male","french"
"Dr. Robert Henri Hazemann",2,0,2,23,40,"male","french"
"Madeleine Satin",6,0,6,45,20,"female","swiss"
"Charles Benjamin Saudan",8,0,8,123,31,"male","swiss"
"E. Redde",6,0,6,1,NA,"male","french"
"Antoinette Saudino",7.66666666666667,0.577350269189626,8,1,24,"female","italian"
"Charles Saugy",7,0,7,1,20,"male","swiss"
"Eugène Saulnier",8.5,1,9,18,40,"male","swiss"
"Edmond Albert Ulrich",3,0,3,209,26,"male","french"
"Janet Frances Saunders",6,0,6,203,28,"female","canadian"
"Edouard Fanniere",3,0,3,1,NA,"male","french"
"Edouard Levy",6,0,6,13,51,"male","french"
"David Sauter",6,0,6,4,44,"male","german"
"Théophile Sauter",8,0,8,13,43,"male","swiss"
"Jean Francois Sauterel",7,0,7,4,19,"male","swiss"
"Pierre Sauvageot",3,0,3,1,30,"male","french"
"Elisabeth Claude Gayte",6,0,6,46,31,"female","french"
"Peter J. Savary",6,0,6,53,25,"male","swiss"
"Albert Joseph  Savioz",8,0,8,79,44,"male","swiss"
"Alphonse Savioz",7,0,7,1,NA,"male","unknown"
"Marcel Savioz",7,0,7,36,22,"male","swiss"
"Constantin de Savitch",3,0,3,1,56,"male","unknown"
"Auguste Savoja",7,0,7,1,26,"male","swiss"
"Miralda Savoy",7,0,7,1,17,"female","swiss"
"Robert Fritz Savoye",7.33333333333333,0.577350269189626,7,24,39,"male","swiss"
"R. L.  Sayer",6,0,6,1,NA,"female","unknown"
"Augusto Scaioli",7,0,7,16,27,"male","italian"
"Hedvig Schaanning",6,0,6,11,28,"female","norwegian"
"Hélène  Scharer",9,0,9,4,26,"female","swiss"
"William Schaufelberger",9,0,9,33,42,"male","swiss"
"Erwin Willi Schelling",7,0,7,125,26,"male","swiss"
"Elsa Scherer",6,0,6,127,35,"female","german"
"Dorothy Bolwell",6,0,6,1,NA,"female","english"
"Alice Daisy Scheuer",6,0,6,27,27,"female","czech"
"Grace Bocquet",6,0,6,98,24,"female","english"
"Elsie Linda Clarke",6,0,6,69,30,"female","english"
"Patricia Cole",6,0,6,1,25,"female","english"
"Gottlieb Schlappi",8,1.09544511501033,8,21,43,"male","swiss"
"Hertha Schlerff",6,0,6,19,25,"female","german"
"Ernest Gaston Jean Liegeois",5.66666666666667,0.577350269189626,6,1,44,"male","french"
"Gunther Schlichting",6,0,6,4,31,"male","danziger"
"Henriette Schlienger",7.5,0.707106781186548,7.5,1,NA,"female","unknown"
"Noémi Schlochow",3,0,3,2,32,"female","french"
"D.  Schmid",7,0,7,3,NA,"female","unknown"
"Joseph Schmidt",9,0,9,173,22,"male","swiss"
"Karl Schmidt",7,0,7,4,30,"male","german"
"Henri Schmitt",7,0,7,1,20,"male","swiss"
"Esther Noelle Pascal",6,0,6,18,22,"female","french"
"Marie Henriette Schmitt",6,0,6,206,35,"female","french"
"Elma Mary Ada Cooper",6,0,6,50,27,"female","english"
"Edith Effie Gertrude Cope",6,0,6,169,32,"female","english"
"Lyle Lester Schmitter",6,0,6,12,29,"male","us-american"
"Fritz Schnabel",1,0,1,145,41,"male","german"
"Heinrich August Anton Schneider",5,0,5,42,27,"male","german"
"F. Peyrelongue",6,0,6,1,NA,"female","french"
"L. Schneider",7.5,2.12132034355964,7.5,1,53,"female","swiss"
"Roberte  Schneider",9,0,9,132,25,"female","swiss"
"Jeanne Marguerite Schneuwly",7,0,7,8,17,"female","swiss"
"Friedrich Schnorrenberg",6,0,6,5,42,"male","german"
"Franck Louis Schoell",2,1.4142135623731,2,159,38,"male","french"
"Fred Emile Jean Schondelmayer",8,0,8,1,25,"male","swiss"
"Charles Schopfer",8,0,8,27,29,"male","swiss"
"Fernande Edmée Marquet",7,0,7,24,18,"female","french"
"Jeanne Pauline Schrai",9,0,9,24,40,"female","swiss"
"Schroeder",2,0,2,1,NA,"female","unknown"
"Kossia Schroeder",7,0,7,1,17,"male","finish"
"Robert Gervais Bernard Schumann",3,0,3,46,30,"male","french"
"George Walter Schurhoff",6,0,6,11,24,"male","english"
"C. Schutz",9,0,9,1,NA,"female","unknown"
"Johanna Jacoba Theodora Schuurmans",7,0,7,1,20,"female","dutch"
"Charles Louis Schwaerzel",8.5,0.707106781186548,8.5,101,30,"male","swiss"
"Simone Schwaerzel",7,0,7,35,21,"female","swiss"
"Emile Schwalbe",8.66666666666667,0.577350269189626,9,235,33,"male","swiss"
"Bertha Luise Schwander",9,0,9,135,30,"female","swiss"
"Emile Schwander",6,0,6,293,22,"male","swiss"
"Marguerite Jacqueline Schwander",6,0,6,1,32,"female","swiss"
"Hélène Schwarz",6,0,6,9,19,"female","swiss"
"Jeanne Schwartz",6,0,6,1,46,"female","swiss"
"Germain Emile Schwarz",6,0,6,260,35,"male","swiss"
"Hugo Schweizer",9,0,9,97,28,"male","swiss"
"Samuel Schweizer",3,0,3,1,26,"male","swiss"
"Francine Schweri",9,0,9,26,36,"female","swiss"
"Inés Scorzoni",9,0,9,1,23,"female","italian"
"Francoise Guiguet",6,0,6,20,23,"female","french"
"G. Morell",6,0,6,1,NA,"female","french"
"Suzanne Amelia Sears",6,0,6,21,24,"female","english"
"Edmond Sechaud",6.5,0.577350269189626,6.5,165,38,"male","french"
"Yvonne Neve Cresswell",6,0,6,19,25,"female","english"
"G. Williams",6,0,6,1,NA,"female","french"
"A. J. Pierre See",3,0,3,1,33,"male","french"
"Jeanne Seeger-Paris",8,0,8,13,28,"female","swiss"
"Otto Seemuller",7,0,7,13,21,"male","german"
"Gabrielle Jeanne Andrée Dupont-Puzenat",6,0,6,135,21,"female","french"
"Eva Seidlitz",6,0,6,1,26,"female","polish"
"Jane Seiler",8,0,8,1,NA,"female","unknown"
"Marcelle Seiler",8,0,8,211,22,"female","swiss"
"Karen Seip",6,0,6,3,31,"female","norwegian"
"André Jospeh de Sekowski",7,0,7,1,34,"male","polish"
"Valentine  Sella-Bruchez",9,0,9,39,34,"female","swiss"
"G. de Selliers",6,0,6,1,NA,"female","unknown"
"Hugh Gilbert René Sellon",3,0,3,1,25,"male","english"
"Marie Selva ",9,0,9,1,38,"female","french"
"Gabrielle Vareillas",6,0,6,1,NA,"female","french"
"Gaspard Senti",7,0,7,239,32,"male","swiss"
"Jean Casimir Sermier",9,0,9,238,44,"male","swiss"
"Maria Sertitch",7,0,7,1,45,"female","yugoslav"
"Lydia Serventi",6,0,6,4,22,"female","italian"
"Arsène Shahbaz",6,0,6,111,20,"male","swiss"
"Geneviève Marie Poirier",6,0,6,1,24,"female","french"
"Geneviève Troupel",6,0,6,159,28,"female","french"
"Wilfred John Sheard",5,1.4142135623731,5,237,25,"male","english"
"Helen Shekleton",7,0,7,2,21,"female","english"
"Gerard Shelley",3,0,3,1,29,"male","english"
"Tayo Shidachi",6,0,6,21,23,"female","unknown"
"Tane Shigeta",6,0,6,109,41,"female","unknown"
"George Oswald Shuffrey ",3,0,3,1,27,"male","english"
"Margaret Lawrence Barrie",6,0,6,172,41,"female","english"
"Georges Simon",7,0,7,64,16,"male","french"
"Georges Spaletta",7,0,7,2,23,"male","french"
"Fernande Sicilia",7,0,7,76,14,"female","swiss"
"Jean de Siebenthal",6,0,6,18,30,"male","swiss"
"Georgette Bruchon",6,0,6,1,16,"female","french"
"Eleanor Braun",6,0,6,106,39,"female","english"
"Georgette Duqueux",7,0,7,1,15,"female","french"
"Jean Signorini",7,0,7,2,20,"male","italian"
"Louis Sigust",7,0,7,7,20,"male","swiss"
"Raissa Silberstein",6,0,6,1,24,"male","swiss"
"Germain Paula-Lopez",6,0,6,3,41,"male","french"
"Jean Horace Simon",7,0,7,38,18,"male","french"
"William R. Simon",6,0,6,6,20,"male","us-american"
"Alfred Simoncini",8,0,8,97,27,"male","italian"
"Francois Louis Auguste Simond",6,0,6,268,19,"male","swiss"
"Germaine Gabrielle Didelot",6,0,6,222,28,"female","french"
"Hortense Lucienne Marie Fafournoux née Thorraud",6,0,6,106,26,"female","french"
"Paul Singer",3,0,3,3,NA,"male","austrian"
"Nan Nihal Singh",6,0,6,4,27,"male","indian"
"L. Singy",7,0,7,11,NA,"female","unknown"
"Tarini Prasad  Sinha",6,0,6,22,34,"male","indian"
"Germaine Huguenet",6,0,6,27,30,"female","french"
"Rasmus Ingvald Berentson Skylstad",1,0,1,50,45,"male","norwegian"
"Cornelia Johannes Slager",7,0,7,1,22,"male","dutch"
"Germaine Jeanne Gabriel",6,0,6,3,35,"male","french"
"Regina Faure",6,0,6,12,NA,"female","french"
"Jeanne Marie Joséphine Foretay",6,0,6,230,25,"female","french"
"Ginette Bonnefoy, née Crépin",6,0,6,25,23,"female","french"
"Gustave Henri Camerlynck",3,0,3,96,50,"male","french"
"H. Piau",6,0,6,2,NA,"female","french"
"Héléne Ducrot",6,0,6,1,31,"female","french"
"Joseph  Sliosberg",3,0,3,1,43,"male","russian"
"Elisabeth Abigael Slot",7,0,7,1,23,"female","dutch"
"Henri Clavel",6,0,6,1,96,"male","french"
"Henriette Lucie  Delbarre",6,0,6,1,49,"female","french"
"J.  Laurembourle",6,0,6,1,NA,"female","french"
"Marcelle Josephine Guiguet",6,0,6,1,20,"female","french"
"Janet Smith",5,0,5,324,30,"female","english"
"Jean Allary",4.5,1.73205080756888,4.5,139,26,"male","french"
"Margaret Beryl Smith",6,0,6,1,34,"female","english"
"Sidney James Smith",7,0,7,16,14,"male","english"
"Jean Baptiste Estoup",6,0,6,1,59,"male","french"
"Felix Sobrino",9,0,9,1,36,"male","italian"
"Vladimir  Sokoline ",1,0,1,34,41,"male","unknown"
"Charlotte  Soffray",6,0,6,1,23,"female","french"
"Jean Charles Emile Labarthe",3,0,3,4,55,"male","french"
"Jean Louis Gabriel Gachon",3,0,3,2,30,"male","french"
"Jean  Sommer",7,0,7,1,39,"male","swiss"
"Paul Sonnex",7,0,7,30,24,"male","swiss"
"Jeanne Marie Sonney",9,0,9,127,30,"female","swiss"
"Angeline  Sormani",7,0,7,1,25,"female","swiss"
"Georges Sotiroff",6,0,6,61,26,"male","bulgarian"
"Edouard Lucien Souc",6,0,6,4,32,"male","french"
"Jeanne Antoinette Grillon",6,0,6,11,32,"female","french"
"Jeanne Chamot",8,0,8,1,20,"female","french"
"Jeanne Emma Hauteville",6,0,6,288,32,"female","french"
"F. Soulier-Valbert",3,0,3,3,35,"male","french"
"Marcelle Jeanne-Marie Soulier ",6,0,6,113,27,"female","french"
"Doris Winifred  Southcombe",6,0,6,1,28,"female","english"
"Mary Muriel Southcombe",4,0,4,-1,28,"female","english"
"Eugène Charles Soutter",6,0,6,60,24,"male","swiss"
"Francois Rodolphe Soutter",6,0,6,29,34,"male","swiss"
"Raymond Soyer",8,0,8,1,39,"male","french"
"Raphael Jack Spector",3,0,3,1,25,"male","english"
"Denyse Speidel",6,0,6,1,22,"female","swiss"
"Petrouella Johanna Spek",7,0,7,1,25,"female","dutch"
"Ida Spellman",2,0,2,1,NA,"female","unknown"
"Catherine  Spetter née Kossmann",3,0,3,1,34,"female","russian"
"Simon Spierer",7,0,7,1,20,"male","swiss"
"Jeanne Fornero-Chappaz",6,0,6,1,31,"female","french"
"Nina Spiller",4,0,4,173,42,"female","english"
"Cecile Spillmann",7,0,7,1,18,"female","swiss"
"Adolphe Spinnler",6,0,6,41,23,"male","swiss"
"Maria Fanny  Sprenger van Eyk",7,0,7,25,30,"female","dutch"
"Spurr",6,0,6,1,NA,"female","english"
"Jeanne Georgette Plissard née Duperrier",6,0,6,86,28,"female","french"
"Edouard  Stadlin",6,0,6,99,22,"male","swiss"
"Edouard Stadlin",5,0,5,1,50,"male","swiss"
"Katherine Irene Stafford",5.5,0.707106781186548,5.5,-1,33,"female","english"
"Miss Suzanne Isoupet",6,0,6,1,27,"female","french"
"Jeanne Mamet",6,0,6,1,NA,"female","french"
"Jeanne Marie Alric",6,0,6,48,27,"female","french"
"Maurice Arthur Stapleton",6,0,6,1,49,"male","english"
"Jeanne Olga Marie van Troostenberghe née Crabb",6.25,0.707106781186548,6,38,31,"female","french"
"Jeanne Pauline Pitiot",6,0,6,1,31,"female","french"
"Jean Stauffer",6.25,0.5,6,162,35,"male","swiss"
"Mady Esther Stauffer",6,0,6,1,18,"female","swiss"
"Marguerite Alice Stauffer née Torche",9,0,9,13,22,"female","swiss"
"Jeanne Thérèse Thiodet",6,0,6,89,25,"female","french"
"Isamu Yamazaki",6,0,6,13,30,"male","unknown"
"Marie Fernande Pasquier née Guebey",6,0,6,1,29,"female","french"
"Odette Piau",6,0,6,7,18,"female","french"
"Joseph Roges",6,0,6,1,27,"male","french"
"Judith Bogatyr",6,0,6,2,23,"female","french"
"Jean Yotti",6.5,0.707106781186548,6.5,223,20,"male","italian"
"Catherine Elwood",4,0,4,79,28,"female","us-american"
"Violette Eschler",7,0,7,1,19,"female","swiss"
"Aimé Antoine Uldry",9,0,9,231,27,"male","swiss"
"Max Alfred Louis Estoppey",9,0,9,46,28,"male","swiss"
"Julia Louise Wegener",6,0,6,49,30,"female","french"
"Juliane Preis",6,0,6,1,29,"female","french"
"Juliette Chapuisat",7,1.4142135623731,7,1,24,"female","french"
"Juliette Sibert",6,0,6,96,32,"female","french"
"Constance Etienne",7,0,7,1,16,"female","swiss"
"Dorothy Pauline Etlinger",6,0,6,236,34,"female","english"
"Georges Etter",9,0,9,1,25,"male","swiss"
"Jean d'Eudeville",4,0,4,17,31,"male","french"
"William Lewis Bailley",3,0,3,194,29,"male","british"
" Albert Dan Meurig Evans",3.66666666666667,2.08166599946613,3,181,29,"male","english"
"Albert Eveque",9,0,9,58,29,"male","swiss"
"Lina Mathilde Jeanneret",8,0,8,12,27,"female","swiss"
"Paul Maurice Excoffier",6.5,0.707106781186548,6.5,1,18,"male","french"
"Violette Jeannin",9,0,9,4,27,"female","swiss"
"Suzanne Ulmann",7,0,7,12,18,"female","swiss"
"William Oscar Excoffier",6.85714285714286,0.363136519601281,7,148,21,"male","swiss"
"René Ulrich",7.33333333333333,1.52752523165195,7,253,18,"male","swiss"
"Elisa Jebsen",6,0,6,184,40,"female","norwegian"
"Frances Olive Underhill",0,0,0,4,37,"female","british"
"Yvonne Excoffier",6.5,0.707106781186548,6.5,3,22,"female","french"
"David Unwin",2,0,2,3,NA,"male","english"
"Marguerite Marie Amélie Eynard, née Léra",4,0,4,65,41,"female","french,swiss"
"Harald Urban",9,0,9,57,32,"male","czech"
"Katy Michell",6,0,6,15,29,"female","french"
"L.  Graham-Seatoun",6,0,6,1,NA,"female","french"
"Hermann Otto Stegmann",6,0,6,227,18,"male","swiss"
"Andé Stehle",7,0,7,21,22,"male","swiss"
"Auguste Steiner",6,0,6,25,45,"male","swiss"
"Elisabeth Steiner",9,0,9,20,28,"female","swiss"
"Nelly Steiner",7,0,7,1,18,"female","swiss"
"Léon Louis Eugène  Sterroz",6,0,6,3,30,"male","swiss"
"Philip Pembroke Stevens",6,0,6,1,23,"male","irish"
"Ralph Humphreys  Stimson",6,0,6,5,26,"male","us-american"
"Léon Eugène Robert",6,0,6,1,49,"male","french"
"Suzanne Jeanne Stoll née Godard",6,0,6,218,24,"female","swiss"
"René-Louis Stoller",7,0,7,1,19,"male","swiss"
"Gisela von Stoltzenberg",4,0,4,126,34,"female","german"
"Jeanne Stordiau née Voegeli",6,0,6,197,28,"female","unknown"
"René  Stordiau",8,0,8,57,30,"male","unknown"
