"name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"Emile Louis Paul Stucky",8,0,8,18,29,"male","swiss"
"George Stuyck",3,0,3,36,29,"male","english"
"Renée Suardi",9,0,9,147,27,"female","swiss"
"Gaston Sunier",8,0,8,62,44,"male","swiss"
"Charles Alfred Suter",7,0,7,239,27,"male","swiss"
"Léone Descombes",8,0,8,42,22,"female","french"
"Loetitia Denoel",6,0,6,1,NA,"female","french"
"Louis Emile Clement",6,0,6,24,44,"male","french"
"Olive Lilla Swinn",8,0,8,1,34,"female","english"
"Mary Eleonor Nina Symes",6,0,6,4,20,"female","english"
"Farell George Hardy Symons",6,0,6,64,24,"male","english"
"Winifred Syner",6,0,6,24,30,"female","english"
"Louis Marie Jean Raguin",6,0,6,1,33,"male","french"
"Christopher Tadevossian",7,0,7,1,20,"male","us-american"
"Ferdianand Turin",7,0,7,107,59,"male","french"
"Louise Notarianni",6,0,6,1,32,"female","french"
"Louise Simons",6,0,6,1,51,"female","french"
"Louise Walters née Roux-Bourgeois",6,0,6,24,21,"female","french"
"Lucie Bosseux",3,0,3,2,NA,"female","french"
"Lucie Constance Fanny Rousseau",6,0,6,1,22,"female","french"
"Alice Tallichet",5.5,4.94974746830583,5.5,289,32,"female","swiss"
"Henri  Tanner",7,0,7,1,37,"male","swiss"
"Antoine Tardivat",7,0,7,2,31,"male","french"
"Charles Camp Tarelli",3,0,3,1,65,"male","english"
"Adèle Taschini",9,0,9,49,40,"female","italian"
"Dorothea Irene Taylor",4,1.73205080756888,3,217,34,"female","english"
"Gerald Francis  Francis",6,0,6,1,NA,"male","english"
"Hilda Taylor",8,0,8,12,21,"female","english"
"Lucien Jean Raphy",8,0,8,145,30,"male","french"
"José Mary Taylor",8,0,8,4,22,"female","english"
"Lucien Wolff",3,0,3,73,42,"male","french"
"Pieter Paul Teding von Berkhout",6.5,0.707106781186548,6.5,29,26,"male","dutch"
"Marguerite Teilhac",3.5,0.707106781186548,3.5,87,22,"female","french"
"Percy David Tempest",6,0,6,5,45,"male","english"
"William Arnold Henry Terisse",7,0,7,44,40,"male","swiss"
"Lucienne Heslot",6,0,6,1,17,"female","french"
"G. Terry-Bovon",9,0,9,4,37,"female","swiss"
"Lucienne Valentine Désirée Lienard",6,0,6,12,22,"female","french"
"Helena Maria Tetrode",6,0,6,8,31,"female","dutch"
"Otto Thalmann",9,0,9,70,NA,"male","unknown"
"Eric René Thevenaz",7,0,7,34,21,"male","swiss"
"Paul Emile Thiebaud",7,0,7,1,21,"male","swiss"
"Marguerite Louise Jacquier",6,0,6,1,41,"female","french"
"Madeleine  Pesch",8,0,8,1,16,"female","french"
"Georges  Thomas",6.25,0.5,6,24,38,"male","swiss"
"Henriette Jauny",6,0,6,142,22,"female","french"
"Madeleine Bailie",8,0,8,1,28,"female","french"
"Madeleine Bassard",6,0,6,NA,NA,"female","french"
"Madeleine Henriette Gaspard",5,0,5,38,32,"female","french"
"Jeanne Thomen",9,0,9,1,NA,"female","unknown"
"Edouard Thommen",3,0,3,1,39,"male","swiss"
"Janet Peace Thompson",4,0,4,9,25,"female","english"
"Elsa Thomson",6.16666666666667,0.408248290463863,6,72,21,"female","swiss"
"Madeleine Labarre",6,0,6,12,NA,"female","french"
"Maurice Ch. A.  Thudichum",3,0,3,4,29,"male","swiss"
"Arthur Tibbitts",6,0,6,3,NA,"male","english"
"Jan Tingbergen",2,0,2,23,33,"male","dutch"
"Madeleine Rougagnou-Peccoud",6,0,6,1,31,"female","french"
"A. Tinguely",9,0,9,1,NA,"male","swiss"
"Louise Tinguely",9,0,9,3,39,"female","swiss"
"Gabriel Tisserand",6,0,6,7,46,"male","french"
"Marcelle l'Huillier",7,0,7,1,25,"female","french"
"Marcelle Valiquet",6,0,6,1,NA,"female","french"
"Daniel Toledano",3,0,3,16,32,"male","french"
"Eléonore Jeanne Tollet",9,0,9,144,29,"female","french"
"Marcelle Vaudequin",6,0,6,-4,30,"female","french"
"Louis Torche",8,1.15470053837925,8,24,32,"male","swiss"
"Anna de Torok",4,0,4,160,36,"female","austrian"
"Alice Florentine Torriani née Goulley",6,0,6,11,35,"female","swiss"
"Marie Tosco",7,0,7,84,31,"female","swiss"
"Maurice Tourneux",7,0,7,1,22,"male","french"
"Dora Townsend",8,0,8,79,24,"female","english"
"Pierre Benoit Trabold",8,0,8,114,34,"male","swiss"
"Jean Charles Tranchet",6,0,6,10,22,"male","swiss"
"Norah Elizabeth Tersea Mary Trangmar née Wright",5,1.4142135623731,5,200,24,"female","english"
"Alice Trechsel ",7,0,7,1,17,"female","swiss"
"Berthe Trechsel",7,0,7,1,16,"female","swiss"
"Charles Tremege",9,0,9,1,32,"male","swiss"
"Ernst Paul Archibald Trendelenburg",1,0,1,13,50,"male","german"
"E. Tribolet",6,0,6,1,NA,"female","unknown"
"Georges Roger Tripet",6,0,6,194,27,"male","swiss"
"Jean Troesch",6,0,6,1,23,"male","swiss"
"Paul Trohler",7.5,2.12132034355964,7.5,53,33,"male","swiss"
"Francis Troillet",9,0,9,1,56,"male","swiss"
"Jeanne Victorine Trollux",9,0,9,16,46,"female","swiss"
"Yvonne Olga Trollux",7,0,7,26,19,"female","swiss"
"Paul van Troostenberghe",3,0,3,251,40,"male","french"
"Marguerite Constantin",8,0,8,1,23,"female","french"
"Marguerite Marie Baillot",6,0,6,1,34,"female","french"
"Lucie Francoise Tournier",6,0,6,1,51,"female","french"
"Marie Agnès Athurion",6,0,6,142,32,"female","french"
"Maurice Emile André Trowbridge",8,0,8,67,30,"male","french"
"Gustave Truffer",7,0,7,1,62,"male","swiss"
"Germaine Ida Tschirren née Cottet",6,0,6,266,21,"female","swiss"
"Gaston Camille  Tschirren",6,0,6,144,24,"male","swiss"
"Yvette Tschumi",6,0,6,127,19,"female","swiss"
"Marie Antoinette Veillas",6,0,6,1,NA,"female","french"
"Emile Tuchschmid",9,0,9,1,28,"male","swiss"
"Frik Tuchschmid",7,0,7,1,NA,"male","swiss"
"William H.  Tydd",7,0,7,1,20,"male","english"
"Marie Boiteux",6,0,6,312,25,"female","french"
"André Jean Vacheron",6,0,6,7,27,"male","swiss"
"Alice Valade",9,0,9,3,29,"female","french"
"Pierre Valitch",7,0,7,1,NA,"male","unknown"
"Jean Vallery-Radot",2.5,2.12132034355964,2.5,167,37,"male","french"
"L. Vallin",9,0,9,12,39,"male","swiss"
"Georges Valsesia",8,0,8,116,30,"male","italian"
"Henri Vanat",7,0,7,4,28,"male","swiss"
"Cesar Vandini",9,0,9,1,21,"male","italian"
"Marie Hingre",6,0,6,1,43,"female","french"
"L. Varlez",1,0,1,8,NA,"male","unknown"
"Albertine Edith Vassalli",9,0,9,20,23,"female","swiss"
"Georges  Vattier",3,0,3,1,41,"male","french"
"Frédéric Vaucher",9,0,9,1,43,"male","swiss"
"Rosa Vaucher",9,0,9,105,36,"female","swiss"
"Marie Laurembourle",5.75,0.5,6,292,38,"female","french"
"Marie Louise Barriot",6,0,6,55,24,"female","french"
"Marie Louise Brun",6,0,6,5,NA,"female","french"
"Marie Louise Deche née Mabs",6,0,6,1,25,"female","french"
"William Vaughan",5,0,5,1,NA,"male","english"
"Augusta Vazau",7,0,7,121,36,"female","swiss"
"Denis-Claude Veillet-Lavallee",3,0,3,29,20,"male","french"
"Marie-Louise Cécile Schlesser",6,0,6,1,21,"female","french"
"Albert van der Vekene",4,0,4,173,35,"male","luxembourgish"
"Léon Velex",9,0,9,4,26,"male","french"
"Antoine Vellemann",3,0,3,1,45,"male","swiss"
"Marie-Louise Malavallon",6,0,6,16,18,"female","french"
"Marie-Madeleine Grassot",6,0,6,1,25,"female","french"
"Marthe Alice Muller-Deck née Geissmann",6,0,6,224,29,"female","french"
"Marthe Gravelau",6,0,6,1,NA,"female","french"
"Marthe Piotton Peylaud",6,0,6,3,34,"female","french"
"Lucienne Joséphine Verdel",9,0,9,5,27,"female","french"
"Mary Maltzeff née Kyriazi",8,0,8,138,29,"female","french"
"Verrecchia",7,0,7,1,NA,"male","unknown"
"Yvonne  Verrue-Allamand",9,0,9,1,37,"female","swiss"
"Louise Verzone",9,0,9,234,37,"female","french"
"Raymond Verzone ",8,1.4142135623731,8,18,19,"male","french"
"Annita Vescovini",6,0,6,1,38,"female","italian"
"Léon Vesin",7,0,7,1,19,"male","french"
"Gaston A.  Vetch",4.33333333333333,2.08166599946613,5,72,25,"male","english"
"René Mario Alexandre  Vettier",3,0,3,3,42,"male","french"
"Marie Veuthey",9,0,9,1,30,"female","swiss"
"Simone Veyenet",7,0,7,37,18,"female","swiss"
"Yvonne Vilbois",6,0,6,33,29,"female","french"
"Jeanne Vial née Seyboz",9,0,9,20,28,"female","swiss"
"Robert Vial",7.66666666666667,1.15470053837925,7,86,25,"male","swiss"
"Pierre Louis Vibert",7,0,7,20,19,"male","swiss"
"Maurice Hubbard",6,0,6,18,59,"male","french"
"Eugène Vidaschi",7,0,7,6,19,"male","italian"
"Marguerite Vidonne",6,0,6,2,22,"female","swiss"
"Madeleine Vietti",9,0,9,23,46,"female","italian"
"Georges  Vigny",6,0,6,2,49,"male","swiss"
"Antoinette Viguie",4,0,4,73,27,"female","french"
"Henri Gabriel Vilatte",1,0,1,105,38,"male","french"
"Simone Vincent",6.5,0.707106781186548,6.5,107,17,"female","french"
"Maxime Charles Koessler",3,0,3,317,25,"male","french"
"Juliette Vinotto",7,0,7,1,23,"female","italian"
"Mrs. Catherine Marguerite Haigh",6,0,6,38,35,"female","french"
"Nathalie Jeanne Perez-Moreyra",8,0,8,1,30,"female","french"
"Jules  Vinzia",6,0,6,1,32,"male","swiss"
"Paul Laissy",3,0,3,5,36,"male","french"
"Lucien Viollet",7,0,7,2,25,"male","french"
"Edith Viollier",8,0,8,7,39,"female","swiss"
"Marguerite Alice Visinand née Reuge",7,0,7,305,25,"female","swiss"
"Cecile Vittaz",7,0,7,1,16,"female","french"
"Paul Leclercq",3,0,3,1,NA,"male","french"
"Fritz Adolph Vogel",7,0,7,52,29,"male","swiss"
"Jean Vogel",9,0,9,181,50,"male","swiss"
"Henri Voirier",5,0,5,10,25,"male","swiss"
"Louis Voisard",9,0,9,1,51,"male","swiss"
"André Marcel Voland",7,0,7,1,22,"male","swiss"
"Lucien Voldet",7,0,7,1,18,"male","swiss"
"Paulette Besson",6,0,6,1,29,"female","french"
"Inès Vuaridel",9,0,9,12,23,"female","swiss"
"Alice Sylvie Vuichoud",9,0,9,27,29,"female","swiss"
"Emile Henri Vuille",7,0,7,1,21,"male","swiss"
"Paulette Meyer",6,0,6,1,21,"female","french"
"Pierre Louis Meuret",3,0,3,1,28,"male","french"
"Harry Amyas Leigh Herschel Wade",3,0,3,203,47,"male","english"
"Pierre Oger",8,0,8,1,NA,"male","french"
"Paul Louis Wagniere",8,0,8,1,40,"male","swiss"
"René Hingre",6,0,6,205,43,"male","french"
"Joseph Waldegg",7,0,7,1,NA,"male","unknown"
"Georges Edouard Walz",6.5,0.707106781186548,6.5,300,19,"male","swiss"
"Jackie-George Walz",7,0,7,1,17,"male","swiss"
"M. Walz",6,0,6,1,NA,"female","unknown"
"René Walzer",7,0,7,1,NA,"male","swiss"
"Ulysse Walzer",7,0,7,32,21,"male","swiss"
"Marc Wanner",7,0,7,66,19,"male","swiss"
"Jeanne Léonie Jolly",6,0,6,1,25,"female","french"
"Ernest Morgan Ward",4,2.82842712474619,4,174,35,"male","english"
"G. Ward",5,0,5,1,NA,"male","english"
"Lucia  Victoria   Alice Warnstedt",6,0,6,65,45,"female","german"
"Hilda Warren",9,0,9,1,NA,"female","english"
"Charles Warro",7,0,7,1,25,"male","swiss"
"Elsie May Watling",6,0,6,228,26,"female","english"
"Hugh Darvill Watson",3,1,3,1,46,"male","english"
"Raymond Ian Gordon Watt",5,0,5,2,21,"male","english"
"Percy Gill Watterson",4.5,0.707106781186548,4.5,327,32,"male","english"
"Renée de Lucy-Fossarieu",6,0,6,1,43,"female","french"
"Renée Eugénie Chapuy",8,0,8,24,26,"female","french"
"Grace Webb",8,1.4142135623731,8,12,NA,"female","english"
"L.  Webber",8,0,8,1,NA,"female","unknown"
"Henri Weber",7,0,7,1,NA,"male","unknown"
"Marie-Louise Weber",9,0,9,29,32,"female","swiss"
"Marie-Louise Weber-Bauler née Naire",8,0,8,61,27,"female","french"
"Renée Mathilde Raymonde Rivollet",7.5,1,8,194,38,"female","french"
"Renée Pauline Soufflet-Delabarre",6,0,6,36,25,"female","french"
"Fritze Louise Fernanda Wedell",6,0,6,2,26,"female","dane"
"Rose Marguerite Oelker",8,0,8,147,44,"female","french"
"Laubignat",6,0,6,12,NA,"female","french"
"Ruth Ashley Audra",3,0,3,6,39,"female","french"
"Simone Neel",6,0,6,NA,NA,"female","french"
"Hilda Wehle",7,0,7,1,21,"female","swiss"
"Herbert Alfred Wehrli",6,0,6,3,28,"male","swiss"
"Sophie  Weigle née Grote",6,0,6,243,27,"female","swiss"
"Marie Louise Weigle",6,0,6,31,20,"female","swiss"
"Suzanne Aurélie Marie Meunier",6,0,6,1,24,"female","french"
"Suzanne Langlois",6,0,6,110,32,"female","french"
"Lucie  Weil",8,0,8,1,21,"female","swiss"
"Inès Weinhold née Safanoff",8,0,8,50,20,"female","german"
"Laura  Weit",7,0,7,1,24,"female","swiss"
"Olga Belloche",6,0,6,236,24,"female","french"
"Pierre Wenger",7,0,7,1,18,"male","swiss"
"Hermance-Jeanne Werner-Bastion",6.5,2.12132034355964,6.5,1,42,"female","swiss"
"Aline Wertheimer",6,0,6,5,NA,"female","unknown"
"Suzanne Madeleine Ciswicki",6,0,6,2,23,"female","french"
"Philip Richard Westlake",7,0,7,5,22,"male","english"
"Gaston Paul Briscadieu",6,0,6,137,28,"male","french"
"Hans Wetterwald",6,0,6,1,22,"male","swiss"
"Edmond Weyeneth",8,0,8,1,NA,"male","unknown"
"Vinot",6,0,6,1,NA,"female","french"
"Yvonne Henriette Soudart",6,0,6,8,26,"female","french"
"Yvonne Julia Paris",6,0,6,1,20,"female","french"
"Yvonne Lamarque",6,0,6,1,28,"female","french"
"G.  Wheeler",8,0,8,1,NA,"female","unknown"
"John Edmund Wheeler",6,0,6,106,24,"male","english"
"Yvonne Lamouroux",6,0,6,1,NA,"female","french"
"Yvonne Lucienne Taher",6,0,6,1,29,"female","french"
"Yvonne Marguerite Charpentier",4,0,4,155,31,"female","french"
"Percy Hubert Whiskin",5,0,5,20,56,"male","english"
"Yvonne Vetzel",6,0,6,1,NA,"female","french"
"Eric Walter White",3,0,3,39,24,"male","english"
"Ada Ditzen",6,0,6,1,NA,"female","german"
"Oscar Alevi",5,1.4142135623731,5,116,22,"male","yugoslav"
"Carl Prausnitz",2,0,2,6,NA,"male","german"
"Clara Auguste Wilhelmina Peters",8,0,8,9,42,"female","german"
"Dr. Emil Eugen Roesle",2,0,2,2,NA,"male","german"
"Dr. Otto Olsen",2,0,2,171,NA,"male","german"
"Irmgard Leski",6,0,6,102,23,"female","german"
"Margarete  von Stotzingen",6,0,6,2,26,"female","german"
"Marguerite Tachauer",6,0,6,53,24,"female","german"
"Maria Davion",6,0,6,87,32,"female","german"
"Marta Fraenkel",6,0,6,3,34,"female","german"
"Charilaos Iatridis",6,0,6,13,21,"male","greek"
"Louis Zahler",7,0,7,28,15,"male","swiss"
"Dr. Andrew Colman Gaal",2,0,2,72,34,"male","hungarian"
"Kalman Antoine Albert",8,0,8,164,36,"male","hungarian"
"Adelaide Maude Algar",8,0,8,1,24,"female","irish"
"Erika Zander",6,0,6,6,24,"female","german"
"Bertha Willan",6,0,6,1,30,"female","irish"
"Catherine Zani",6,0,6,NA,NA,"female","italian"
"Eleanor Mary Morrissey",8,0,8,21,24,"female","irish"
"Emily Brenan",6,0,6,89,30,"female","irish"
"Joyce Marion Barrington",6,0,6,32,25,"female","irish"
"Mary Byrne",6,0,6,43,29,"female","irish"
"Mona Mary Macmahon",8,0,8,36,24,"female","irish"
"Maria Pia Zanoni",9,0,9,25,38,"female","italian"
"Phyllis Norah Hone Willan",6,0,6,102,24,"female","irish"
"Frédéric Auguste Zaugg",6,0,6,74,20,"male","swiss"
"Arthur  Whiteley",8,0,8,1,46,"male","english"
"Nicolas Zaytzeff",5.75,0.5,6,13,58,"male","russian"
"Una Mortished",6,0,6,1,23,"female","irish"
"Violet Conolly",4,1.4142135623731,4,1,26,"female","irish"
"Alba Lucia Tersi",6,0,6,1,27,"female","italian"
"Joseph Widder",9,0,9,7,40,"male","german"
"André Charles Widmann",9,0,9,114,28,"male","swiss"
"Willy Wiegland",8,1,8,167,22,"male","swiss"
"Denise Riboni",6,0,6,181,28,"female","italian"
"Emilienne Bracq-Marion",6,0,6,120,31,"female","french"
"Henriette Boutroux",6,0,6,305,23,"female","french"
"John M. Wild",7,0,7,6,30,"male","swiss"
"Violet B.   Wilder",6,0,6,1,26,"female","us-american"
"Marjorie I. Wilenski née Harland",3,0,3,25,27,"female","english"
"Reginald  Howard Wilenski",3,0,3,36,33,"male","english"
"Edy Jensen",7,0,7,1,19,"male","dane"
"Suzanne Jequier",6,0,6,14,24,"female","swiss"
"Dr. Giuseppe Druetti",2,0,2,10,61,"male","italian"
"Elsa di Criscienzo",6,0,6,4,30,"female","italian"
"Otto Johansson",6,0,6,6,NA,"male","swedish"
"Alice Zbinden",9,0,9,1,NA,"female","unknown"
"E. L. Johnson",3,0,3,111,NA,"male","english"
"Dorothy B. Wilkinson",6,0,6,10,NA,"female","us-american"
"Marguerite Zbinden de Gruner",6.66666666666667,1.15470053837925,6,135,35,"female","swiss"
"Hilda Margaret Elèna Wilkinson",6,0,6,46,36,"female","english"
"Harold Francis Wilkinson",3,0,3,1,31,"male","english"
"Jean Zeberli",9,0,9,30,20,"male","swiss"
"Violet B. Wilkinson",6,0,6,6,NA,"female","english"
"Emilio Pampana",2,0,2,84,NA,"male","italian"
"Gabrielle de Nicolai",6,0,6,60,39,"female","italian"
"Alfred Zehfus",7.5,0.707106781186548,7.5,142,21,"male","swiss"
"Edouard Pico Zellweger",6,0,6,2,NA,"male","swiss"
"Yvonne Marie Françoise Chardigny",6,0,6,309,22,"female","french"
"Ladislas Zelovich",6,0,6,4,41,"male","hungarian"
"Marguerite Blanc",6,0,6,243,24,"female","french"
"Hans Karl Ziegler",8,0,8,18,26,"male","german"
"Israel Zilberfarb",6,0,6,219,34,"male","romanian"
"Chaulin-Servinière",5,1.4142135623731,5,1,NA,"female","french"
"Emile Zillweger",8,0,8,9,39,"male","swiss"
"Paul Zimmermann",6,0,6,3,30,"male","swiss"
"Ferdinand Gérard Zimmet",6,0,6,1,29,"male","french"
"Oscar François Zittel",7,0,7,1,19,"male","swiss"
"Simone Marie Josephine Sédonie Chazalon",6,0,6,245,21,"female","french"
"Alice Zoege",7,0,7,121,40,"female","french"
"Hnsasante Zosso-Narguiledjian",6.4,0.894427190999916,6,9,32,"female","swiss,armenian"
"Eléonore Alfréde Fernande Chedoz",6,0,6,152,30,"female","french"
"Guido Robert Garavaglia",7,0,7,34,18,"male","italian"
"Helen Maria Madox Rossetti Angeli",3,1.4142135623731,3,42,41,"female","italian"
"Mona Short Williamson",8,0,8,43,31,"female","english"
"Elisabeth Willimann",9,0,9,1,36,"female","swiss"
"Clara Wilmott",4,0,4,33,25,"female","english"
"Henri Gaudenzio Garavaglia",7,0,7,53,28,"male","italian"
"Jean Baravaglio",7.5,0.707106781186548,7.5,49,20,"male","italian"
"Mary Florence Wilson",6,0,6,86,35,"female","us-american"
"Maria Magdalena Wilson",7,0,7,1,19,"female","english"
"Alice Nina Marguerite Winkler",6,0,6,265,35,"female","swiss"
"Irma Winkler",6,0,6,10,NA,"female","swiss"
"Lucy Claire  Tempia née Eberhardt",8,0,8,47,23,"female","italian"
"Juliette Winkler",9,0,9,97,29,"female","swiss"
"Mina Claire Winkler",6,0,6,289,28,"female","swiss"
"Pierre Marie Francois Winkler",3,0,3,1,28,"male","french"
"Robert Winspeare",3,0,3,4,40,"male","italian"
"Charles  Wirth",7,0,7,1,NA,"male","unknown"
"J. de Wisniewsky",7,0,7,1,NA,"female","unknown"
"Maddalena Ranedda",6,0,6,7,22,"female","italian"
"René Louis Wittmann",5,0,5,128,28,"male","swiss"
"Juliette  Wochner",7,0,7,1,24,"female","swiss"
"M. Wohler",6,0,6,1,NA,"female","unknown"
"Emma Wohler née Ehrismann",9,0,9,106,25,"female","swiss"
"Maria Mascioni",6,0,6,2,33,"female","italian"
"Maria Rosa Cassani",7,0,7,4,25,"female","italian"
"Marie Cresto",7.33333333333333,1.15470053837925,8,2,23,"female","italian"
"Marius Antoniazza",9,0,9,8,35,"male","italian"
"E. G.  Wood",7,0,7,9,NA,"female","english"
"Margaret  Wood",6,0,6,1,33,"female","english"
"Massimo Pantaleoni",2,0,2,105,NA,"male","italian"
"Olivia Rossetti-Agresti",3,0,3,1,47,"female","italian"
"May M. Wood",7,0,7,3,26,"female","english"
"Major Carl Lund Wright",6,0,6,62,25,"male","dane"
"Renée Marie Yvonne Charbonnier",6,0,6,198,21,"female","italian"
"Paul Henri Wurth",5,0,5,2,22,"male","swiss"
"Hilberte Wyder",6,0,6,1,21,"female","swiss"
"Ernest Joseph Wynburne",3,0,3,1,25,"male","english"
"Ernest Francois Wyss",8.5,0.707106781186548,8.5,166,39,"male","swiss"
"Frieda Wyss",9,0,9,39,33,"female","swiss"
"Léon Wyss",9,0,9,3,29,"male","swiss"
"Charles Wyttenbach",9,0,9,1,25,"male","swiss"
"Lucie Marie Wyttenbach née Genier",7,0,7,51,16,"female","swiss"
"Marinette Courgey",6,0,6,1,25,"female","french"
"Paule Cox",6,0,6,1,NA,"female","french"
"Frances Lucy Schonswar Johnstone",6,0,6,172,30,"female","english"
"Rosalba Della Via",6,0,6,30,21,"female","italian"
"Speranza Cortese",6,0,6,148,23,"female","italian"
"T.A. Zanchi de Mozzi",7,0,7,1,NA,"male","italian"
"Georges Johr",7,0,7,11,34,"male","swiss"
"Adrien Jollien",9,0,9,43,23,"male","swiss"
"Odette Bigard",6,0,6,243,20,"female","french"
"Ruth Adèle Rabinovitch-Grieder",8,0,8,69,29,"female","latvian,swiss"
"Mariette Eva Joseph",6,0,6,82,27,"female","luxembourgish"
"Denise Marie Janine Allegre",7,0,7,4,35,"female","french"
"Henriette Allemand",8,0,8,7,45,"female","swiss"
"Edith Hofgaard",6,0,6,173,26,"female","norwegian"
"Alice de Dukszta",6,0,6,3,42,"female","polish"
"Rachel Allez",7,0,7,73,23,"female","australian"
"Constance Babianska",3,0,3,16,28,"female","polish"
"Dora Nightingale",6,0,6,25,19,"female","polish"
"Dr.  Ignatius Wasserberg",2,0,2,171,44,"male","polish"
"Dr. Czeslaw Wroczynski",2,0,2,11,NA,"male","polish"
"Dr. Joseph Celarek",2,0,2,49,45,"male","polish"
"Dr. Ludwik Witold Rajchman",1,0,1,206,40,"male","polish"
"Janine Bielska",6,0,6,1,32,"female","polish"
"Yvonne Bergeron",6,0,6,1,21,"female","french"
"Louise Tzala",6,0,6,1,23,"female","polish"
"Marie Gordon",6,0,6,201,38,"female","polish"
"Marthe Héléne Deutschman",6,0,6,68,24,"female","polish"
"Sir Herbert Brown Ames",1,0,1,82,56,"male","canadian"
"Marie Josephine Galibert",6,0,6,12,33,"female","french"
"Gertrud Guttmann",6,0,6,25,28,"female","german"
"Ernest Emile Ammann",7.5,0.707106781186548,7.5,159,20,"male","swiss"
"Georges Anastasiu",2,0,2,1,NA,"male","romanian"
"Sigismond Deutschman",2.25,0.5,2,285,23,"male","polish"
"Peter L. Anderson",5,0,5,6,47,"male","english"
"Raymond W. Anderson",3,0,3,NA,NA,"male","english"
"Sophie Podgorska",6,0,6,184,26,"female","polish"
"Lilien André",6,0,6,55,NA,"female","french"
"Laure Andreys",6,0,6,1,NA,"female","unknown"
"Liliane Anselmo",6,0,6,1,19,"female","swiss"
"Simone Anthonioz",7,0,7,1,18,"female","swiss"
"Stefan Konopski",6,0,6,3,32,"male","polish"
"Wanda Mcalpine",6,0,6,1,36,"female","polish"
"Dr.  Michel Ciuca",2,0,2,127,46,"male","romanian"
"Paulette  Weber",6,0,6,1,47,"female","german"
"Vitold Baroni",2,0,2,6,42,"male","romanian"
"Josette Jomini",7,0,7,3,37,"female","swiss"
"Cyril Whiteside Jones",6,0,6,4,23,"male","british"
"Lisa Louise Wilhelmine Elisabeth Rose",6,0,6,1,32,"female","german"
